booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00005213-20260914_000059,2027-01-12,05:15:00,16:15:00,Meadowbrook Community Health NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Speech Therapist,6,22.56,28.21,EMP0426-20260914_000059,Ruth Carpenter,Additional Patient Safety Cover,2026-03-29
BR-00005214-20260914_000059,2026-05-06,14:30:00,01:30:00,Southvale Hospitals NHS Trust,Admin,Radiology,Clinical Support Services,Administrator,Receptionist,3,13.33,16.41,EMP0962-20260914_000059,Mr Gavin Brown,Increased Patient Demand,2025-11-09
BR-00005215-20260914_000059,2026-10-08,01:00:00,02:00:00,Eastfield Psychological Services NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Administrator,3,13.33,16.41,EMP0117-20260914_000059,Kathleen Lewis,New Service Requirement,2026-01-31
BR-00005216-20260914_000059,2026-09-18,21:15:00,07:15:00,Riverbank General Hospitals NHS Trust,Medical,Oncology,Medicine & Acute Care,Consultant,GP,GP,46.15,61.54,EMP0284-20260914_000059,Graeme Miah,Emergency Cover,2025-03-25
BR-00005217-20260914_000059,2027-02-23,20:00:00,05:00:00,Oakridge Community Services NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Receptionist,Administrator,3,13.33,16.41,EMP0846-20260914_000059,Georgina Carey-Rogers,Training Cover,2025-07-03
BR-00005218-20260914_000059,2026-03-28,22:30:00,01:30:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Paediatrics,Women & Children,SHO,Registrar,SPR,33.33,43.59,EMP0295-20260914_000059,Lee McCarthy,Staff Shortage,2025-07-24
BR-00005219-20260914_000059,2025-11-19,06:45:00,10:45:00,Oakridge Community Services NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0563-20260914_000059,Jeremy Dixon,Training Cover,2025-06-25
BR-00005220-20260914_000059,2026-12-22,22:00:00,23:00:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Obstetrics,Women & Children,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0398-20260914_000059,Martin Barker,Planned Leave Cover,2026-02-23
BR-00005221-20260914_000059,2027-04-03,21:30:00,02:30:00,Lakeside District Hospitals NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0456-20260914_000059,Edward White,Bank Holiday Cover,2025-06-15
BR-00005222-20260914_000059,2026-08-10,05:45:00,16:45:00,Southgate Community & Mental Health NHS Trust,Medical,Rheumatology,Medicine & Acute Care,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0920-20260914_000059,Dr Garry Cunningham,Additional Patient Safety Cover,2026-07-12
BR-00005223-20260914_000059,2026-05-04,00:15:00,05:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Radiographer,Physiologist,6,22.56,28.21,EMP0618-20260914_000059,Dr Jacqueline Robertson,Operational Requirement,2025-05-21
BR-00005224-20260914_000059,2027-02-27,17:15:00,02:15:00,Midlands Central Hospitals NHS Trust,Admin,Dermatology,Medicine & Acute Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0338-20260914_000059,Heather Harvey,Annual Leave Cover,2024-09-27
BR-00005225-20260914_000059,2026-08-26,07:30:00,17:30:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Receptionist,Administrator,3,13.33,16.41,EMP0102-20260914_000059,Jenna Morrison,Additional Patient Safety Cover,2026-04-18
BR-00005226-20260914_000059,2027-07-03,14:15:00,17:15:00,Northwood Mental Health NHS Trust,Nursing,General Surgery,Surgery & Cancer,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0695-20260914_000059,Dr Michael Thompson,Staff Shortage,2026-02-17
BR-00005227-20260914_000059,2027-02-03,23:45:00,09:45:00,Southvale Hospitals NHS Trust,Admin,Paediatrics,Women & Children,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0809-20260914_000059,Dr Philip Gray,Emergency Cover,2026-03-11
BR-00005228-20260914_000059,2026-09-02,23:00:00,03:00:00,Westborough Acute Care NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP0357-20260914_000059,Miss Tracy Harvey,Emergency Cover,2025-10-18
BR-00005229-20260914_000059,2026-03-17,11:00:00,20:00:00,Horizon Integrated Health Partnership NHS Trust,AHP,Facilities Management,Corporate Services,Radiographer,Physiotherapist,6,22.56,28.21,EMP0648-20260914_000059,Mr Dean Pearce,Operational Requirement,2025-05-13
BR-00005230-20260914_000059,2027-05-31,04:30:00,10:30:00,Horizon Integrated Health Partnership NHS Trust,Medical,Rheumatology,Medicine & Acute Care,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0653-20260914_000059,Mathew Carroll,Specialist Skills Required,2025-06-06
BR-00005231-20260914_000059,2026-12-31,01:30:00,09:30:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0777-20260914_000059,Albert Morgan,Maternity Leave Cover,2025-07-23
BR-00005232-20260914_000059,2027-06-10,07:45:00,12:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Paediatrics,Women & Children,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0647-20260914_000059,Mr George Akhtar,Emergency Cover,2024-11-11
BR-00005233-20260914_000059,2025-10-17,23:30:00,09:30:00,Southvale Hospitals NHS Trust,Admin,General Surgery,Surgery & Cancer,Administrator,Medical Secretary,4,15.38,19.49,EMP0473-20260914_000059,Charlene Bennett,Weekend Cover,2026-03-14
BR-00005234-20260914_000059,2025-12-25,02:00:00,10:00:00,Hillcrest Medical Centres NHS Trust,AHP,ENT Surgery,Surgery & Cancer,Speech Therapist,Radiographer,6,22.56,28.21,EMP0233-20260914_000059,Iain Thompson,Bank Holiday Cover,2026-06-23
BR-00005235-20260914_000059,2025-10-29,14:30:00,16:30:00,Hillcrest Medical Centres NHS Trust,Admin,Gynaecology,Women & Children,Administrator,Medical Secretary,4,15.38,19.49,EMP1200-20260914_000059,Lindsey Riley-Wilson,Specialist Skills Required,2024-11-23
BR-00005236-20260914_000059,2027-04-26,02:15:00,05:15:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Facilities Management,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0218-20260914_000059,Miss Megan Walker,New Service Requirement,2025-08-29
BR-00005237-20260914_000059,2027-07-03,01:45:00,03:45:00,Riverbank General Hospitals NHS Trust,Nursing,IT Support,Corporate Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0736-20260914_000059,Mr Ross Bradshaw,Staff Shortage,2025-06-14
BR-00005238-20260914_000059,2026-12-19,17:45:00,20:45:00,Valleyview Mental Wellness NHS Trust,AHP,Rheumatology,Medicine & Acute Care,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP1034-20260914_000059,Ms Pauline Brookes,Study Leave Cover,2025-04-26
BR-00005239-20260914_000059,2025-10-09,03:15:00,04:15:00,Meadowbrook Community Health NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0020-20260914_000059,Alice Hale,New Service Requirement,2025-09-08
BR-00005240-20260914_000059,2026-06-04,03:45:00,14:45:00,Southvale Hospitals NHS Trust,AHP,Pathology,Clinical Support Services,Physiologist,Radiographer,6,22.56,28.21,EMP0279-20260914_000059,Gillian Austin,Planned Leave Cover,2026-07-20
BR-00005241-20260914_000059,2025-10-13,04:15:00,12:15:00,Riverside Integrated Care NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0933-20260914_000059,Lorraine Parker,Emergency Cover,2025-12-05
BR-00005242-20260914_000059,2025-10-25,02:15:00,10:15:00,Riverside Integrated Care NHS Trust,Medical,ENT Surgery,Surgery & Cancer,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0238-20260914_000059,Ian Rose,Training Cover,2025-06-16
BR-00005243-20260914_000059,2027-02-07,09:00:00,16:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Postnatal Care,Women & Children,GP,Consultant,CONS,48.72,71.79,EMP0868-20260914_000059,Dr Rita Ryan,Annual Leave Cover,2025-09-06
BR-00005244-20260914_000059,2027-08-16,23:15:00,06:15:00,Westborough Acute Care NHS Trust,AHP,Gynaecology,Women & Children,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0592-20260914_000059,John Browne,Operational Requirement,2026-05-17
BR-00005245-20260914_000059,2025-12-27,07:30:00,08:30:00,Northshire University Hospitals NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0110-20260914_000059,Steven Jones,Unexpected Absence,2025-04-04
BR-00005246-20260914_000059,2026-03-16,01:30:00,05:30:00,Eastfield Psychological Services NHS Trust,Admin,Oncology,Medicine & Acute Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0267-20260914_000059,Mr Jeremy Gibson,New Service Requirement,2025-10-19
BR-00005247-20260914_000059,2026-11-29,19:30:00,22:30:00,Northwood Mental Health NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1105-20260914_000059,Dr Elliott Carr,Specialist Skills Required,2025-08-26
BR-00005248-20260914_000059,2026-04-15,20:45:00,06:45:00,Southvale Hospitals NHS Trust,Nursing,Oncology,Medicine & Acute Care,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0378-20260914_000059,Roy Johnson-Stevenson,New Service Requirement,2024-09-30
BR-00005249-20260914_000059,2027-04-16,03:45:00,10:45:00,Broadfield Clinical Services NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Receptionist,Administrator,3,13.33,16.41,EMP0738-20260914_000059,Mr Bryan Harris,Additional Patient Safety Cover,2026-05-26
BR-00005250-20260914_000059,2026-02-12,16:00:00,20:00:00,Midlands Central Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0968-20260914_000059,Dr Joe Oliver,Additional Patient Safety Cover,2025-02-03
BR-00005251-20260914_000059,2027-09-01,11:30:00,18:30:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Postnatal Care,Women & Children,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0129-20260914_000059,Colin Ford-Forster,Additional Patient Safety Cover,2026-07-21
BR-00005252-20260914_000059,2027-04-23,18:30:00,20:30:00,Midlands Central Hospitals NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Speech Therapist,Physiotherapist,6,22.56,28.21,EMP0511-20260914_000059,Sara Matthews,Unexpected Absence,2025-12-01
BR-00005253-20260914_000059,2025-11-17,00:30:00,11:30:00,Westborough Acute Care NHS Trust,Admin,Gastroenterology,Medicine & Acute Care,Receptionist,Medical Secretary,4,15.38,19.49,EMP0279-20260914_000059,Claire Evans,Weekend Cover,2024-11-06
BR-00005254-20260914_000059,2026-07-28,12:15:00,14:15:00,Riverside Integrated Care NHS Trust,AHP,Communications,Corporate Services,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP0671-20260914_000059,Rosemary Anderson,Study Leave Cover,2025-03-24
BR-00005255-20260914_000059,2027-07-19,19:30:00,02:30:00,Riverbank General Hospitals NHS Trust,AHP,Acute Medicine,Medicine & Acute Care,Radiographer,Occupational Therapist,6,22.56,28.21,EMP1001-20260914_000059,Sara Macdonald,Unexpected Absence,2026-06-28
BR-00005256-20260914_000059,2026-04-17,22:45:00,02:45:00,Broadfield Clinical Services NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0946-20260914_000059,Shirley Davies,Additional Patient Safety Cover,2026-04-21
BR-00005257-20260914_000059,2026-07-21,08:30:00,16:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Human Resources,Corporate Services,Registrar,SHO,SHO,23.08,30.77,EMP0089-20260914_000059,Dylan Payne,Training Cover,2025-06-12
BR-00005258-20260914_000059,2026-11-25,09:45:00,19:45:00,Westborough Acute Care NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Pharmacist,Physiologist,6,22.56,28.21,EMP0158-20260914_000059,Stewart Byrne,Emergency Cover,2025-12-19
BR-00005259-20260914_000059,2027-04-19,11:30:00,20:30:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Human Resources,Corporate Services,Consultant,SHO,SHO,23.08,30.77,EMP0373-20260914_000059,Maureen Pugh-Hunt,Ward Capacity Increase,2026-02-01
BR-00005260-20260914_000059,2026-09-04,15:30:00,00:30:00,Hillcrest Medical Centres NHS Trust,Medical,Physiotherapy,Clinical Support Services,Consultant,GP,GP,46.15,61.54,EMP0458-20260914_000059,Martyn Walters,Specialist Skills Required,2026-05-04
BR-00005261-20260914_000059,2025-12-10,15:00:00,23:00:00,Westmere Community Health NHS Trust,Admin,Paediatrics,Women & Children,Data Analyst,Receptionist,3,13.33,16.41,EMP0705-20260914_000059,Keith Fletcher,Emergency Cover,2024-11-16
BR-00005262-20260914_000059,2026-04-19,13:45:00,00:45:00,Lakeside District Hospitals NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Administrator,Administrator,3,13.33,16.41,EMP0117-20260914_000059,Maurice Haynes,Night Shift Cover,2025-06-04
BR-00005263-20260914_000059,2025-09-19,04:45:00,15:45:00,Westmere Community Health NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Consultant,SHO,SHO,23.08,30.77,EMP1059-20260914_000059,Elliot Higgins,Sickness Cover,2025-08-06
BR-00005264-20260914_000059,2026-11-30,08:30:00,20:30:00,Riverbank General Hospitals NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0110-20260914_000059,Mrs Tracy Simpson,Operational Requirement,2025-02-13
BR-00005265-20260914_000059,2027-02-22,10:15:00,18:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Physiotherapy,Clinical Support Services,Radiographer,Speech Therapist,6,22.56,28.21,EMP0356-20260914_000059,Jennifer Jordan,Staff Shortage,2025-01-23
BR-00005266-20260914_000059,2027-08-15,03:45:00,11:45:00,Lakeside District Hospitals NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Physiologist,Radiographer,6,22.56,28.21,EMP0899-20260914_000059,Amanda Butcher-Shepherd,High Acuity Patients,2026-09-02
BR-00005267-20260914_000059,2027-05-07,19:30:00,23:30:00,Midlands Central Hospitals NHS Trust,Admin,Respiratory Medicine,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP0110-20260914_000059,Rosie Thomas,Bank Holiday Cover,2026-07-03
BR-00005268-20260914_000059,2026-05-19,10:30:00,15:30:00,Oakridge Community Services NHS Trust,Nursing,Oncology,Medicine & Acute Care,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0374-20260914_000059,Natalie Hawkins-Harris,Staff Shortage,2026-01-16
BR-00005269-20260914_000059,2026-05-22,01:15:00,10:15:00,Hillcrest Medical Centres NHS Trust,Nursing,Geriatrics,Medicine & Acute Care,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0774-20260914_000059,Holly Hall-Jones,High Acuity Patients,2026-02-16
BR-00005270-20260914_000059,2027-08-03,15:45:00,01:45:00,Riverbank General Hospitals NHS Trust,Admin,Paediatrics,Women & Children,Administrator,Receptionist,3,13.33,16.41,EMP0218-20260914_000059,Thomas Wilson,Staff Shortage,2024-09-23
BR-00005271-20260914_000059,2027-03-19,03:45:00,04:45:00,Westborough Acute Care NHS Trust,Nursing,Endocrinology,Medicine & Acute Care,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0680-20260914_000059,Tony Baker,Night Shift Cover,2025-09-19
BR-00005272-20260914_000059,2027-08-17,11:30:00,16:30:00,Midlands Central Hospitals NHS Trust,Admin,Endocrinology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0835-20260914_000059,Gordon Davies,Night Shift Cover,2025-09-18
BR-00005273-20260914_000059,2026-11-08,06:00:00,18:00:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,General Surgery,Surgery & Cancer,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0533-20260914_000059,Lynne Johnson,High Acuity Patients,2025-12-14
BR-00005274-20260914_000059,2027-04-01,22:15:00,02:15:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Gynaecology,Women & Children,SHO,GP,GP,46.15,61.54,EMP0790-20260914_000059,Dr Gary Rogers,New Service Requirement,2025-01-10
BR-00005275-20260914_000059,2026-04-29,08:00:00,16:00:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Neurosurgery,Surgery & Cancer,Healthcare Assistant,Nursery Nurse,2,12.31,14.36,EMP0952-20260914_000059,Miss Aimee Benson,Bank Holiday Cover,2024-09-24
BR-00005276-20260914_000059,2026-07-14,17:30:00,05:30:00,Riverside Integrated Care NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,FY1/FY2,Registrar,SPR,33.33,43.59,EMP1013-20260914_000059,Clifford Whitehouse,Night Shift Cover,2024-11-05
BR-00005277-20260914_000059,2027-05-26,16:00:00,20:00:00,Southvale Hospitals NHS Trust,Medical,Gynaecology,Women & Children,FY1/FY2,GP,GP,46.15,61.54,EMP1146-20260914_000059,Katherine Webster,Study Leave Cover,2025-10-06
BR-00005278-20260914_000059,2027-08-18,21:00:00,09:00:00,Eastfield Psychological Services NHS Trust,Nursing,Orthopaedics,Surgery & Cancer,Nursery Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0674-20260914_000059,Mr Anthony Saunders,Sickness Cover,2025-04-20
BR-00005279-20260914_000059,2027-01-02,15:45:00,23:45:00,Riverside Integrated Care NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0483-20260914_000059,Lorraine Brooks,Annual Leave Cover,2025-04-06
BR-00005280-20260914_000059,2027-06-13,18:45:00,22:45:00,Horizon Integrated Health Partnership NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0616-20260914_000059,Dr Bethan Kelly,Additional Patient Safety Cover,2026-04-26
BR-00005281-20260914_000059,2026-09-20,05:00:00,17:00:00,Riverbank General Hospitals NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Data Analyst,Receptionist,3,13.33,16.41,EMP0489-20260914_000059,Rosemary Arnold,Unexpected Absence,2025-04-19
BR-00005282-20260914_000059,2026-12-16,07:00:00,13:00:00,Oakridge Community Services NHS Trust,AHP,Gynaecology,Women & Children,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0773-20260914_000059,Lynne Stevenson,Additional Patient Safety Cover,2025-08-03
BR-00005283-20260914_000059,2026-06-14,20:00:00,22:00:00,Southgate Community & Mental Health NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP0539-20260914_000059,Gail Cole,Increased Patient Demand,2026-07-26
BR-00005284-20260914_000059,2025-10-18,13:45:00,01:45:00,Westborough Acute Care NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0616-20260914_000059,Gerard Miller,Annual Leave Cover,2025-05-17
BR-00005285-20260914_000059,2027-02-07,17:15:00,18:15:00,Westmere Community Health NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP1133-20260914_000059,Dorothy Reid,Staff Redeployment,2025-10-30
BR-00005286-20260914_000059,2027-05-06,17:45:00,23:45:00,Eastfield Psychological Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0051-20260914_000059,Francis Jarvis,Staff Shortage,2025-01-16
BR-00005287-20260914_000059,2025-09-22,00:15:00,05:15:00,Broadfield Clinical Services NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Receptionist,Data Analyst,8A,28.21,35.9,EMP0974-20260914_000059,Angela Dennis,Operational Requirement,2025-07-26
BR-00005288-20260914_000059,2027-04-24,16:15:00,23:15:00,Westmere Community Health NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,GP,FY1/FY2,FY1,18.46,21.54,EMP0068-20260914_000059,Joseph Scott,Training Cover,2025-01-09
BR-00005289-20260914_000059,2026-03-28,04:00:00,05:00:00,Valleyview Mental Wellness NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Consultant,Registrar,SPR,33.33,43.59,EMP0590-20260914_000059,Shaun Allen,High Acuity Patients,2025-10-09
BR-00005290-20260914_000059,2026-05-02,21:15:00,22:15:00,Westborough Acute Care NHS Trust,Admin,Paediatrics,Women & Children,Administrator,Medical Secretary,4,15.38,19.49,EMP0895-20260914_000059,Ms Deborah Patel,Increased Patient Demand,2025-11-27
BR-00005291-20260914_000059,2026-01-27,20:00:00,08:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,GP,SHO,SHO,23.08,30.77,EMP0457-20260914_000059,Alice Brown,Annual Leave Cover,2026-04-01
BR-00005292-20260914_000059,2026-03-16,01:30:00,06:30:00,Westmere Community Health NHS Trust,Admin,Gynaecology,Women & Children,Data Analyst,Receptionist,3,13.33,16.41,EMP1146-20260914_000059,Dr Douglas Richards,Planned Leave Cover,2025-06-07
BR-00005293-20260914_000059,2026-03-19,23:30:00,05:30:00,Broadfield Clinical Services NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0512-20260914_000059,William Begum,Additional Patient Safety Cover,2026-07-08
BR-00005294-20260914_000059,2025-09-19,10:45:00,17:45:00,Greenhaven Acute & Specialist Care NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Data Analyst,Administrator,3,13.33,16.41,EMP0111-20260914_000059,Abigail Conway,Study Leave Cover,2025-01-05
BR-00005295-20260914_000059,2026-03-10,05:30:00,06:30:00,Southgate Community & Mental Health NHS Trust,Admin,Postnatal Care,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0609-20260914_000059,Rosie Cook,Operational Requirement,2026-03-30
BR-00005296-20260914_000059,2027-01-30,09:15:00,21:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Facilities Management,Corporate Services,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0973-20260914_000059,Dr James Johnson,Maternity Leave Cover,2025-07-14
BR-00005297-20260914_000059,2025-12-04,05:00:00,15:00:00,Southgate Community & Mental Health NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0213-20260914_000059,Simon Johnson,Additional Patient Safety Cover,2026-08-16
BR-00005298-20260914_000059,2027-03-22,03:30:00,14:30:00,Southvale Hospitals NHS Trust,Admin,Pharmacy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0824-20260914_000059,Aaron Stewart,Staff Redeployment,2025-01-06
BR-00005299-20260914_000059,2026-05-23,22:15:00,01:15:00,Meadowbrook Community Health NHS Trust,Medical,Finance,Corporate Services,SHO,FY1/FY2,FY1,18.46,21.54,EMP0787-20260914_000059,Francesca Dale,Study Leave Cover,2026-02-08
BR-00005300-20260914_000059,2026-08-24,11:30:00,12:30:00,Riverside Integrated Care NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Speech Therapist,Radiographer,6,22.56,28.21,EMP0306-20260914_000059,Jordan Anderson,Increased Patient Demand,2025-05-05
BR-00005301-20260914_000059,2026-06-21,03:15:00,14:15:00,Oakridge Community Services NHS Trust,Medical,Paediatrics,Women & Children,GP,FY1/FY2,FY1,18.46,21.54,EMP0740-20260914_000059,Josephine Shepherd,New Service Requirement,2025-06-15
BR-00005302-20260914_000059,2026-04-01,09:45:00,12:45:00,Westmere Community Health NHS Trust,Admin,Obstetrics,Women & Children,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0222-20260914_000059,Derek Weston,Study Leave Cover,2025-09-18
BR-00005303-20260914_000059,2026-05-09,09:15:00,10:15:00,Lakeside District Hospitals NHS Trust,Medical,General Surgery,Surgery & Cancer,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0261-20260914_000059,Jacqueline Hutchinson,Weekend Cover,2024-11-02
BR-00005304-20260914_000059,2026-06-11,18:45:00,01:45:00,Eastfield Psychological Services NHS Trust,Admin,Nephrology,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP1013-20260914_000059,Dr Scott White,Increased Patient Demand,2025-12-07
BR-00005305-20260914_000059,2027-05-17,00:15:00,02:15:00,Northwood Mental Health NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Radiographer,6,22.56,28.21,EMP0546-20260914_000059,Miss Diana Bradshaw,Increased Patient Demand,2025-04-21
BR-00005306-20260914_000059,2026-05-03,18:00:00,20:00:00,Northshire University Hospitals NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0103-20260914_000059,Phillip Barnes,Planned Leave Cover,2026-06-22
BR-00005307-20260914_000059,2027-03-08,02:15:00,07:15:00,Riverbank General Hospitals NHS Trust,Admin,Radiology,Clinical Support Services,Data Analyst,Administrator,3,13.33,16.41,EMP0494-20260914_000059,Miss Rosemary Cox,Additional Patient Safety Cover,2025-09-19
BR-00005308-20260914_000059,2026-07-03,06:45:00,10:45:00,Oakridge Community Services NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0248-20260914_000059,Tony Peters,Maternity Leave Cover,2026-04-26
BR-00005309-20260914_000059,2026-03-13,09:00:00,18:00:00,Horizon Integrated Health Partnership NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0109-20260914_000059,Mr Elliot Butler,Annual Leave Cover,2026-08-20
BR-00005310-20260914_000059,2025-12-01,09:15:00,18:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Cardiology,Medicine & Acute Care,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0470-20260914_000059,Dr Emily Hammond,Night Shift Cover,2025-04-07
BR-00005311-20260914_000059,2025-11-18,12:15:00,16:15:00,Northwood Mental Health NHS Trust,Medical,Finance,Corporate Services,GP,SHO,SHO,23.08,30.77,EMP0997-20260914_000059,Jessica Shaw,Additional Patient Safety Cover,2025-11-29
BR-00005312-20260914_000059,2027-09-04,16:45:00,22:45:00,Midlands Central Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0312-20260914_000059,Miss Deborah Morgan,Ward Capacity Increase,2025-10-12
BR-00005313-20260914_000059,2025-10-29,15:30:00,21:30:00,Westmere Community Health NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Administrator,Administrator,3,13.33,16.41,EMP0685-20260914_000059,Dr Trevor Taylor,Staff Redeployment,2025-11-05
BR-00005314-20260914_000059,2026-02-08,02:00:00,14:00:00,Westborough Acute Care NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Medical Secretary,Administrator,3,13.33,16.41,EMP0668-20260914_000059,Carly Robson-Robson,Planned Leave Cover,2025-04-18
