Employee ID,first_name,last_name,email,DOB,Telephone,Address,Gender,Trust,Ethnicity,Nationality,Visa Status,Staff Group,Role,Division,Ward,Grade,Salary,Hire Date,Contract Start,Weekly Hours,FTE,Registration Type,Contract Type,Employment Status,Registration Number,NI Number,Registration Expiry Date,DBS Expiry Date,Mandatory Training Completion Date,Mandatory Training Expiry Date,Profile Date
EMP0668,Kimberley,Martin,reevesfrederick@example.com,1969-11-04,01184960277,"259 Wallace Wall
New Oliviaberg
CA9V 4NN",Male,Northshire University Hospitals NHS Trust,White,Canada,Skilled Worker,Admin,Data Analyst,Critical Care & Anaesthesia,Anaesthesia,8A,58282,2019-08-03,2019-08-31,37.5,1.0,NMC,Fixed Term,Suspended,GZ162224,RL365329,2030-09-23,2026-09-30,2026-06-26,2026-10-11,2019-08-24
EMP0669,Kerry,Davies,harrisonjean@example.net,1960-11-15,+449098790417,"Studio 43S
Owen Square
Andersonmouth
M4 1ED",Male,Meadowbrook Community Health NHS Trust,Asian,China,ILR,Nursing,Ward Manager,Emergency & Urgent Care,Minor Injuries Unit,8A,62338,2023-01-09,2023-02-20,30.0,0.8,NMC,Permanent,On Leave,SA295255,GE924608,2027-06-11,2031-04-15,2025-11-24,2027-02-04,2023-01-30
EMP0670,Kathleen,Jones,sheila45@example.net,1977-11-05,(0115) 496 0048,"589 Catherine Meadow
Aaronview
E15 2WP",Female,Bluewater Community & Rehabilitation NHS Trust,Mixed,Canada,Dependent,AHP,Pharmacist,Surgery & Cancer,Orthopaedics,5,40996,2025-08-28,2025-09-25,30.0,0.8,NMC,Fixed Term,Inactive,KE390753,VC969491,2029-01-15,2028-05-12,2026-02-15,2026-09-14,2025-09-18
EMP0671,Bruce,Parker,blackdamian@example.com,1990-01-17,(0114) 496 0152,"Studio 1
Brandon Springs
East Reece
B5 2UX",Female,Westborough Acute Care NHS Trust,Asian,Japan,British Citizen,Admin,Medical Secretary,Surgery & Cancer,ENT Surgery,4,34340,2021-10-19,2021-11-30,37.5,1.0,GMC,Permanent,Inactive,HR110059,KQ508409,2030-03-24,2031-01-24,2026-07-11,2027-03-06,2021-11-09
EMP0672,Beth,Barrett,mark56@example.com,1980-05-01,+441632960057,"61 Marshall Ports
Melanieville
M6 1FH",Female,Westborough Acute Care NHS Trust,Asian,Japan,Skilled Worker,AHP,Pharmacist,Surgery & Cancer,Colorectal Surgery,5,42819,2021-12-21,2022-02-01,37.5,1.0,GMC,Fixed Term,Active,MK400282,JM336558,2026-11-04,2031-04-04,2026-04-01,2027-04-22,2022-01-11
EMP0673,Joshua,Tucker,jill85@example.org,1984-08-31,+44(0)118 496 0617,"Studio 8
Louis Village
South Jane
M9 8BJ",Female,Greenhaven Acute & Specialist Care NHS Trust,Asian,China,British Citizen,Nursing,Senior Staff Nurse,Clinical Support Services,Occupational Therapy,6,47803,2025-07-03,2025-08-14,20.0,0.53,GMC,Bank,Suspended,TO514401,GK782490,2027-11-20,2027-07-09,2026-03-30,2027-08-04,2025-07-24
EMP0674,Rebecca,Pritchard,geoffrey25@example.com,2000-06-13,(029) 2018330,"Flat 1
Dennis Point
South Guyburgh
M7K 0LR",Male,Southgate Community & Mental Health NHS Trust,Black,Nigeria,ILR,Medical,GP,Clinical Support Services,Pharmacy,GP,106720,2026-03-24,2026-05-05,37.5,1.0,GMC,Bank,Suspended,YR397935,VO185013,2030-07-28,2028-07-20,2025-10-08,2027-06-22,2026-04-14
EMP0675,Tony,Riley,lauren86@example.org,1976-01-25,(028) 9018 0810,"97 Taylor Rapid
South Christine
W2 0YA",Female,Eastfield Psychological Services NHS Trust,Black,Barbados,Dependent,AHP,Pharmacist,Medicine & Acute Care,Haematology,5,37009,2021-07-28,2021-09-01,18.75,0.5,GMC,Fixed Term,On Leave,WF716507,ZR850839,2027-04-20,2029-10-31,2026-04-05,2027-03-27,2021-08-18
EMP0676,Benjamin,Sutton,victor92@example.com,1981-07-04,01134960632,"82 Rachel Junctions
Alifurt
N1B 9LU",Male,Westmere Community Health NHS Trust,Black,Kenya,ILR,Nursing,Senior Staff Nurse,Surgery & Cancer,Neurosurgery,6,54308,2017-01-10,2017-02-14,20.0,0.53,HCPC,Permanent,Inactive,GX280649,WE634698,2029-11-18,2027-09-08,2026-01-15,2027-09-10,2017-01-31
EMP0677,Joanne,Thornton,roy53@example.net,1993-02-09,+44(0)191 4960761,"9 Lewis Well
East Joshua
BR8 1AL",Male,Northshire University Hospitals NHS Trust,Asian,India,ILR,Nursing,Senior Staff Nurse,Surgery & Cancer,ENT Surgery,6,54204,2023-07-26,2023-08-30,20.0,0.53,None,Fixed Term,Active,MU657245,IR850384,2031-08-10,2027-12-12,2026-06-22,2027-04-29,2023-08-16
EMP0678,Lynne,Edwards,roger24@example.net,1969-05-30,+44(0)9098790887,"0 Barker Mission
Lake Joeview
WA97 7UZ",Female,Southgate Community & Mental Health NHS Trust,Mixed,Barbados,Skilled Worker,AHP,Radiographer,Corporate Services,Human Resources,6,51837,2021-11-20,2021-12-25,18.75,0.5,GMC,Fixed Term,Inactive,JI928780,MR009422,2031-08-29,2027-03-16,2026-08-06,2027-02-20,2021-12-11
EMP0679,Katie,Harvey,bwhittaker@example.org,1987-02-09,0117 496 0226,"7 Gavin Mill
Suttonville
N7 0RH",Male,Horizon Integrated Health Partnership NHS Trust,White,United States,ILR,AHP,Pharmacist,Emergency & Urgent Care,Emergency Department,5,41831,2018-11-30,2019-01-11,30.0,0.8,HCPC,Fixed Term,On Leave,LV853793,GC878465,2027-07-31,2027-02-16,2025-12-10,2027-05-09,2018-12-21
EMP0680,Arthur,Jackson,julian60@example.com,1987-02-08,(0808) 1570444,"Studio 50G
Mitchell Pines
Lake Rachelmouth
G5B 8YX",Male,Midlands Central Hospitals NHS Trust,Asian,China,British Citizen,Admin,Receptionist,Corporate Services,Communications,3,27402,2026-07-17,2026-08-28,30.0,0.8,HCPC,Bank,Inactive,XN154472,PL126682,2031-04-23,2029-07-17,2026-02-24,2027-05-30,2026-08-07
EMP0681,Bruce,Woods,csmith@example.org,1961-02-12,(029) 2018 0628,"3 Browne Trafficway
Smithville
IV32 2UF",Female,Bluewater Community & Rehabilitation NHS Trust,White,United Kingdom,Skilled Worker,Admin,Data Analyst,Corporate Services,Human Resources,8A,68536,2024-08-20,2024-10-01,15.0,0.4,None,Fixed Term,Active,ZX276787,MX221382,2027-09-03,2030-12-16,2026-03-05,2027-01-10,2024-09-10
EMP0682,Amy,Graham,dmartin@example.net,2000-08-03,+441174960118,"Studio 73S
Chapman Causeway
West Rachaelside
WA0 6JU",Male,Bluewater Community & Rehabilitation NHS Trust,Black,South Africa,ILR,Medical,Registrar,Surgery & Cancer,Colorectal Surgery,SPR,79237,2025-09-16,2025-10-14,18.75,0.5,NMC,Permanent,Inactive,CX786645,JD184057,2028-01-03,2027-09-04,2026-05-20,2027-03-16,2025-10-07
EMP0683,Jason,Hall,thargreaves@example.com,1968-03-01,(028) 9018937,"2 Vanessa Street
West Victoria
L9T 0WU",Male,Lakeside District Hospitals NHS Trust,Black,Jamaica,British Citizen,AHP,Occupational Therapist,Clinical Support Services,Pharmacy,6,49543,2026-02-11,2026-03-11,30.0,0.8,NMC,Permanent,Suspended,YP628238,BL270547,2030-09-05,2029-08-27,2026-07-03,2027-07-12,2026-03-04
EMP0684,Jake,Akhtar,xrogers@example.org,1973-12-18,(0909)8790621,"Flat 17
Rowley Garden
East Maureenshire
B37 4AX",Female,Eastfield Psychological Services NHS Trust,White,Australia,British Citizen,Nursing,Staff Nurse,Clinical Support Services,Physiotherapy,5,42831,2018-01-15,2018-02-12,37.5,1.0,GMC,Bank,Inactive,JW752588,MW705992,2028-02-26,2027-06-28,2026-05-07,2027-01-24,2018-02-05
EMP0685,Leonard,Bradley,allanphillips@example.com,2000-07-24,+441632960959,"845 Matthews Hill
Staceyberg
MK8 1WR",Male,Southgate Community & Mental Health NHS Trust,Mixed,Jamaica,ILR,Medical,SHO,Women & Children,Paediatrics,SHO,46470,2020-05-16,2020-06-27,18.75,0.5,GMC,Permanent,Inactive,NE626426,RT122159,2030-04-11,2029-02-19,2025-12-20,2027-07-03,2020-06-06
EMP0686,Phillip,Spencer,carolward@example.org,1995-12-12,01134960566,"Studio 1
Christine Cliff
Rosechester
PH6 2SB",Female,Valleyview Mental Wellness NHS Trust,Asian,India,British Citizen,Nursing,Charge Nurse,Women & Children,Obstetrics,7,60256,2026-03-06,2026-04-03,30.0,0.8,None,Permanent,Suspended,LK308563,JS624070,2031-04-27,2027-12-12,2025-10-01,2026-09-18,2026-03-27
EMP0687,Ian,Owen,jwilson@example.org,1990-12-26,+44(0)1154960344,"Studio 29
Lewis Mission
Metcalfeland
HX6 7QG",Male,Lakeside District Hospitals NHS Trust,White,United Kingdom,Dependent,Medical,FY1/FY2,Emergency & Urgent Care,Emergency Department,FY1,41310,2026-06-03,2026-07-08,37.5,1.0,None,Permanent,Inactive,OF855615,CW478171,2031-06-07,2027-09-22,2025-12-17,2027-03-28,2026-06-24
EMP0688,James,Price,sstephens@example.org,1992-02-07,(020) 74960371,"Studio 2
Hilary Square
Port Maria
E28 1LU",Male,Southvale Hospitals NHS Trust,Black,Barbados,Dependent,Nursing,Staff Nurse,Critical Care & Anaesthesia,Pain Management,5,42697,2020-05-19,2020-06-30,37.5,1.0,None,Permanent,Inactive,UR226004,FZ589006,2029-02-23,2030-11-14,2025-12-17,2026-11-25,2020-06-09
EMP0689,Caroline,Davies,chelseamurray@example.com,1986-05-07,+44131 4960964,"4 Harriet Gateway
Marilynview
GY3 4TQ",Female,Bluewater Community & Rehabilitation NHS Trust,Asian,Thailand,ILR,AHP,Occupational Therapist,Emergency & Urgent Care,Minor Injuries Unit,6,48890,2021-02-12,2021-03-19,18.75,0.5,None,Fixed Term,On Leave,IE139070,GU831290,2030-05-11,2027-01-31,2026-07-03,2027-03-01,2021-03-05
EMP0690,Vincent,Bird,oarnold@example.net,1977-01-06,(028) 9018 0191,"28 Neil Parkways
Stephaniefort
M89 1PN",Female,Hillcrest Medical Centres NHS Trust,Asian,India,ILR,Medical,GP,Surgery & Cancer,Colorectal Surgery,GP,116797,2024-04-27,2024-06-01,18.75,0.5,HCPC,Permanent,Suspended,OQ147414,LN576205,2027-03-12,2029-11-04,2026-05-30,2027-03-15,2024-05-18
EMP0691,Harry,Evans,pfletcher@example.net,1994-04-11,(0117) 496 0541,"Flat 3
Nicholls Track
Gordonland
BT2R 1LL",Female,Riverside Integrated Care NHS Trust,Asian,Japan,British Citizen,Nursing,Charge Nurse,Critical Care & Anaesthesia,Intensive Care Unit,7,57305,2017-04-08,2017-05-20,15.0,0.4,None,Bank,Inactive,SR839765,BM870339,2027-01-03,2030-04-08,2026-03-20,2026-10-01,2017-04-29
EMP0692,Hugh,Alexander,mooresally@example.com,1988-09-30,0113 496 0062,"660 Elaine Green
Francescaberg
E98 0EL",Male,Westborough Acute Care NHS Trust,Asian,India,ILR,Medical,Registrar,Clinical Support Services,Pharmacy,SPR,66127,2026-05-21,2026-06-25,18.75,0.5,HCPC,Bank,On Leave,YR193238,KD855756,2029-11-21,2028-03-02,2026-01-04,2027-07-10,2026-06-11
EMP0693,Hollie,Reeves,uahmed@example.com,1965-01-13,0141 4960861,"Flat 0
Mark Forks
North Leestad
S4E 1LN",Male,Greenhaven Acute & Specialist Care NHS Trust,White,United Kingdom,Skilled Worker,AHP,Radiographer,Corporate Services,Finance,6,50161,2016-12-10,2017-01-07,37.5,1.0,HCPC,Fixed Term,On Leave,UN711123,EF388390,2031-01-07,2031-04-19,2026-02-25,2027-08-23,2016-12-31
EMP0694,Scott,Wilkinson,nhoward@example.net,1999-05-15,+44(0)29 2018581,"2 Kayleigh Point
Walkerbury
EH7V 9PB",Female,Southvale Hospitals NHS Trust,Mixed,China,Skilled Worker,Admin,Receptionist,Surgery & Cancer,ENT Surgery,3,29877,2026-02-12,2026-03-19,18.75,0.5,GMC,Permanent,On Leave,RA971716,YW426969,2030-03-09,2029-06-09,2026-03-26,2027-05-13,2026-03-05
EMP0695,Gail,Schofield,alees@example.com,2004-03-05,(0113)4960008,"760 Henry Stream
Nicolebury
M44 3WY",Female,Greenhaven Acute & Specialist Care NHS Trust,Black,Trinidad and Tobago,Dependent,Admin,Data Analyst,Critical Care & Anaesthesia,Anaesthesia,8A,55974,2019-09-05,2019-10-17,30.0,0.8,HCPC,Permanent,Active,YI864074,AL374132,2031-03-25,2030-03-10,2026-09-09,2026-11-18,2019-09-26
EMP0696,Julie,Briggs,glenn35@example.com,1981-10-28,(0151) 496 0038,"8 Patel Knoll
East Hilary
S60 0NA",Male,Hillcrest Medical Centres NHS Trust,Mixed,India,ILR,Nursing,Charge Nurse,Medicine & Acute Care,Infectious Diseases,7,55838,2023-08-03,2023-09-07,18.75,0.5,NMC,Permanent,Suspended,DD727424,LY103822,2030-01-25,2027-07-02,2026-08-03,2026-10-10,2023-08-24
EMP0697,Steven,Booth,qthompson@example.org,1988-04-06,0113 496 0236,"5 Taylor Passage
Clareborough
CM5 0PL",Female,Northshire University Hospitals NHS Trust,Black,Nigeria,ILR,Medical,Consultant,Emergency & Urgent Care,Minor Injuries Unit,CONS,98338,2024-11-08,2024-12-06,37.5,1.0,NMC,Fixed Term,Suspended,OS919457,NL985311,2026-10-04,2031-05-14,2026-05-28,2027-01-22,2024-11-29
EMP0698,Ricky,Hartley,daviescallum@example.net,1992-05-04,+44118 496 0702,"Studio 7
Catherine Hollow
Dannystad
B7 4XN",Female,Meadowbrook Community Health NHS Trust,White,United Kingdom,British Citizen,Nursing,Senior Staff Nurse,Clinical Support Services,Pharmacy,6,50059,2021-12-24,2022-02-04,30.0,0.8,NMC,Bank,Suspended,BM850287,MY425008,2029-02-09,2030-05-16,2026-06-30,2027-07-22,2022-01-14
EMP0699,Jade,Wheeler,carternicole@example.net,2001-01-19,(0116)4960724,"94 Collins Forks
South Carl
ML47 4BB",Male,Westborough Acute Care NHS Trust,Mixed,United States,ILR,Medical,FY1/FY2,Women & Children,Paediatrics,FY1,41845,2018-01-04,2018-02-01,15.0,0.4,None,Fixed Term,Suspended,AD453623,ZW510752,2027-09-08,2029-07-11,2026-06-17,2027-06-13,2018-01-25
EMP0700,Joanne,Talbot,liam32@example.org,2007-01-20,+44(0)1414960670,"26 Mitchell Estate
East Ericmouth
SY7E 3BE",Male,Northwood Mental Health NHS Trust,White,United Kingdom,Skilled Worker,Nursing,Ward Manager,Emergency & Urgent Care,Minor Injuries Unit,8A,62680,2017-02-05,2017-03-19,20.0,0.53,NMC,Permanent,Inactive,WI175040,XU914640,2030-05-23,2030-01-31,2025-12-03,2027-01-12,2017-02-26
EMP0701,Gareth,Parkes,kaurbenjamin@example.org,1971-06-25,+44121 4960976,"064 Denis Forest
Jacksonport
TR02 0FL",Male,Southgate Community & Mental Health NHS Trust,White,New Zealand,ILR,Nursing,Nursery Nurse,Surgery & Cancer,Colorectal Surgery,2,27052,2019-07-14,2019-08-11,18.75,0.5,HCPC,Permanent,Inactive,CW998129,JT030331,2031-02-08,2027-06-29,2026-04-06,2027-09-07,2019-08-04
EMP0702,Nigel,Gordon,sian78@example.org,1991-07-16,0116 4960223,"Flat 2
Cooper Trail
Youngfurt
WS8N 5PY",Female,Valleyview Mental Wellness NHS Trust,Black,Jamaica,Skilled Worker,AHP,Physiotherapist,Surgery & Cancer,ENT Surgery,6,44240,2024-06-04,2024-07-02,20.0,0.53,None,Bank,Inactive,CF330909,AT723584,2029-05-15,2029-04-04,2025-11-16,2027-08-29,2024-06-25
EMP0703,Samuel,Nicholls,donnapatel@example.org,2002-08-12,01614960978,"399 Lynch Greens
Elliottville
M44 0RY",Female,Midlands Central Hospitals NHS Trust,White,United States,ILR,Admin,Administrator,Corporate Services,Facilities Management,3,30630,2022-01-27,2022-02-24,20.0,0.53,NMC,Fixed Term,Inactive,RI315649,NN288443,2029-03-31,2029-02-06,2026-03-30,2026-12-09,2022-02-17
EMP0704,Nicholas,Smith,naomi73@example.net,1961-02-03,(0909) 8790298,"12 Gavin Junction
Jacksonmouth
OX81 0YQ",Female,Eastmoor Teaching Hospitals NHS Trust,White,Canada,British Citizen,Nursing,Staff Nurse,Medicine & Acute Care,Neurology,5,39087,2022-12-22,2023-01-26,15.0,0.4,NMC,Permanent,Suspended,JA008216,DZ579721,2031-01-11,2030-11-03,2026-05-27,2026-10-24,2023-01-12
EMP0705,Hazel,James,karen69@example.org,1972-12-01,+448081570248,"8 Marc Mission
South Patrickshire
G0C 7NY",Female,Eastfield Psychological Services NHS Trust,White,Canada,Dependent,Nursing,Senior Staff Nurse,Corporate Services,Facilities Management,6,50808,2017-11-03,2017-12-08,37.5,1.0,GMC,Permanent,Inactive,AW592391,PR540827,2027-01-18,2029-08-12,2025-11-16,2027-04-28,2017-11-24
EMP0706,Malcolm,Webb,rosswhite@example.org,1970-04-22,+44289018450,"6 Ricky Port
Lake Staceybury
TA0 5EU",Male,Eastfield Psychological Services NHS Trust,White,United Kingdom,Dependent,Admin,Data Analyst,Critical Care & Anaesthesia,Anaesthesia,8A,63547,2026-01-08,2026-02-12,37.5,1.0,None,Permanent,On Leave,SU728345,ZR828421,2027-12-30,2027-02-07,2026-07-30,2026-11-24,2026-01-29
EMP0707,Catherine,Anderson,helengriffin@example.org,2000-09-17,0306 999 0765,"Studio 56
Alan Coves
Wattsshire
SE52 8LE",Female,Northwood Mental Health NHS Trust,Asian,Japan,Skilled Worker,Nursing,Ward Manager,Surgery & Cancer,ENT Surgery,8A,57243,2022-12-21,2023-02-01,30.0,0.8,GMC,Permanent,On Leave,LY444604,AF473928,2028-04-14,2027-07-24,2025-11-12,2027-07-15,2023-01-11
EMP0708,Abdul,Morris,harrymcdonald@example.net,1974-06-01,+44(0)1184960873,"Flat 98a
Brenda Corner
West Benjaminton
NR41 6LH",Female,Valleyview Mental Wellness NHS Trust,Asian,Thailand,ILR,Admin,Medical Secretary,Corporate Services,Communications,4,31397,2021-12-11,2022-01-22,30.0,0.8,NMC,Bank,Active,VI993617,YJ403229,2028-03-09,2030-03-15,2026-07-13,2026-12-19,2022-01-01
EMP0709,Christine,Morris,terrycooke@example.com,1993-06-14,0808 1570264,"29 Mary Avenue
Zoestad
NR64 0GE",Male,Eastfield Psychological Services NHS Trust,Black,Trinidad and Tobago,ILR,Admin,Medical Secretary,Medicine & Acute Care,Oncology,4,32460,2019-05-08,2019-06-05,15.0,0.4,NMC,Bank,Active,ZP156772,WG643353,2030-11-18,2028-05-05,2026-04-03,2027-05-21,2019-05-29
EMP0710,Marion,Marsden,jbarnes@example.net,1975-12-03,+44(0)1184960260,"911 Johnston Dale
West Jasmine
E7J 9DF",Male,Westmere Community Health NHS Trust,White,Canada,ILR,Admin,Data Analyst,Emergency & Urgent Care,Minor Injuries Unit,8A,58427,2021-01-06,2021-02-10,15.0,0.4,HCPC,Bank,Suspended,XF024866,KK691114,2030-01-17,2026-09-21,2026-08-04,2027-02-18,2021-01-27
EMP0711,Amy,Smith,lesleylloyd@example.org,1964-05-28,+44117 496 0865,"9 Bryant Springs
Simpsonborough
CF8H 6PT",Female,Eastfield Psychological Services NHS Trust,Mixed,Kenya,British Citizen,AHP,Physiotherapist,Critical Care & Anaesthesia,Intensive Care Unit,6,54523,2024-05-04,2024-06-08,15.0,0.4,NMC,Permanent,On Leave,FW398042,HA134612,2026-10-22,2027-03-06,2026-08-08,2027-03-15,2024-05-25
EMP0712,Jeffrey,Graham,sparkes@example.net,1963-05-24,0131 496 0532,"5 Ashley Path
South Brandon
M86 9LE",Male,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,Skilled Worker,Medical,Consultant,Surgery & Cancer,Breast Surgery,CONS,138839,2024-08-01,2024-08-29,20.0,0.53,HCPC,Bank,On Leave,SP787509,UW040839,2026-10-02,2030-10-09,2025-12-19,2027-06-25,2024-08-22
EMP0713,Mandy,Grant,pamelasingh@example.org,1965-10-28,0151 4960436,"3 Eric Forks
North Geoffreybury
SL54 0NJ",Male,Northwood Mental Health NHS Trust,White,Australia,British Citizen,Medical,FY1/FY2,Women & Children,Paediatrics,FY1,41900,2016-09-21,2016-11-02,37.5,1.0,GMC,Bank,On Leave,BJ395472,WI812222,2027-03-01,2027-08-25,2026-07-02,2027-01-14,2016-10-12
EMP0714,Dawn,Booth,edwardchamberlain@example.com,1982-02-02,+44131 4960226,"Studio 91i
Charles Keys
Naomiberg
N6H 3BF",Female,Northshire University Hospitals NHS Trust,Asian,China,Dependent,Medical,Registrar,Corporate Services,Finance,SPR,74490,2021-10-13,2021-11-17,15.0,0.4,HCPC,Fixed Term,Suspended,LT620506,XZ558368,2028-11-11,2027-02-19,2025-12-02,2027-09-09,2021-11-03
EMP0715,Aimee,Wilson,hillnaomi@example.org,1968-06-24,(029) 2018313,"Studio 02
Christine Island
North Susanmouth
N9 3SY",Male,Oakridge Community Services NHS Trust,Asian,China,ILR,Nursing,Nursery Nurse,Clinical Support Services,Pharmacy,2,24362,2018-11-11,2018-12-16,20.0,0.53,GMC,Permanent,Active,DA439671,MT574874,2029-01-17,2031-05-18,2025-09-16,2027-05-13,2018-12-02
EMP0716,Lynda,Thomson,fwood@example.net,1987-01-10,(0114) 4960756,"Studio 1
Sean Circles
Stewartview
RG0 0QB",Female,Northwood Mental Health NHS Trust,Black,South Africa,ILR,Admin,Medical Secretary,Emergency & Urgent Care,Urgent Care,4,36080,2026-08-17,2026-09-21,20.0,0.53,None,Bank,Suspended,CB038016,MZ675770,2028-07-26,2028-01-24,2026-02-14,2027-06-09,2026-09-07
EMP0717,Max,Lewis,williamsjamie@example.net,1972-01-22,+44(0)141 4960206,"Studio 26p
Katie Forge
Lake Leahberg
NN58 6RQ",Female,Midlands Central Hospitals NHS Trust,Asian,China,British Citizen,Admin,Medical Secretary,Critical Care & Anaesthesia,Pain Management,4,35811,2024-04-02,2024-05-14,30.0,0.8,GMC,Fixed Term,Inactive,CY083201,PZ267764,2026-10-02,2030-09-11,2026-08-06,2027-05-26,2024-04-23
EMP0718,Rosie,Williams,albert95@example.net,1992-05-03,+44(0)1614960360,"Studio 21m
Jodie Road
South Martin
WN5 3TT",Male,Riverbank General Hospitals NHS Trust,White,Canada,Dependent,Nursing,Senior Staff Nurse,Emergency & Urgent Care,Urgent Care,6,52796,2019-03-14,2019-04-11,15.0,0.4,GMC,Permanent,Suspended,NS635175,EX823146,2027-11-18,2030-06-07,2026-04-05,2027-01-12,2019-04-04
EMP0719,Terry,Thomas,brendabrown@example.org,1982-07-12,+44(0)808 157 0573,"9 Ann Hills
South Abbiebury
W16 8QZ",Male,Horizon Integrated Health Partnership NHS Trust,Asian,Thailand,Skilled Worker,Medical,GP,Surgery & Cancer,General Surgery,GP,107553,2020-12-19,2021-01-16,15.0,0.4,HCPC,Fixed Term,Suspended,BE710157,TK850756,2029-02-27,2029-12-30,2025-10-04,2027-07-20,2021-01-09
EMP0720,Derek,Chapman,graham61@example.net,1994-04-06,+44151 496 0113,"Flat 36a
Kaur Harbors
Edwardsshire
S0A 6QP",Female,Westmere Community Health NHS Trust,Asian,China,ILR,AHP,Physiotherapist,Medicine & Acute Care,Cardiology,6,44305,2017-08-28,2017-10-02,30.0,0.8,GMC,Permanent,Active,JL926229,UW024804,2028-02-06,2027-10-28,2026-01-28,2027-09-03,2017-09-18
EMP0721,James,Williams,sallyrichards@example.com,1984-06-16,01314960970,"3 Anthony Circle
New Christopherville
YO70 0LN",Male,Horizon Integrated Health Partnership NHS Trust,Black,Jamaica,ILR,Nursing,Ward Manager,Surgery & Cancer,General Surgery,8A,56753,2025-10-02,2025-11-13,30.0,0.8,GMC,Fixed Term,On Leave,WL877526,PA868388,2027-05-01,2028-07-12,2026-07-19,2027-07-27,2025-10-23
EMP0722,Brian,Cooper,sinclairemily@example.net,1963-08-14,(0909)8790422,"Flat 7
Karl Bridge
Turnerton
SP9 8LY",Female,Northwood Mental Health NHS Trust,White,United Kingdom,ILR,Nursing,Ward Manager,Emergency & Urgent Care,Minor Injuries Unit,8A,62778,2018-08-24,2018-09-21,30.0,0.8,HCPC,Permanent,Suspended,KX295587,UX587897,2027-12-15,2030-02-25,2026-04-12,2026-12-27,2018-09-14
EMP0723,Andrea,Jackson,froberts@example.net,1973-12-27,+44(0)131 4960151,"Studio 88G
Holly Springs
Laurentown
CV0 0HY",Female,Northwood Mental Health NHS Trust,White,Australia,ILR,Nursing,Healthcare Assistant,Emergency & Urgent Care,Ambulance Services,2,26298,2016-11-25,2017-01-06,37.5,1.0,NMC,Fixed Term,On Leave,YV122895,PT703944,2027-04-03,2029-02-23,2026-02-15,2026-09-18,2016-12-16
EMP0724,Timothy,Davison,ebrown@example.net,1985-08-06,+44141 4960629,"35 Williamson Views
West Jeremy
SP83 6YG",Male,Westborough Acute Care NHS Trust,Mixed,Nigeria,ILR,Nursing,Charge Nurse,Clinical Support Services,Pharmacy,7,56792,2017-12-16,2018-01-27,20.0,0.53,None,Permanent,Inactive,LV089014,SC124516,2029-02-05,2031-01-31,2026-01-14,2027-04-04,2018-01-06
EMP0725,Jessica,Collins,nigel23@example.net,2006-06-20,(0151) 496 0086,"36 Raymond Forest
Miahshire
N3 5TU",Male,Bluewater Community & Rehabilitation NHS Trust,White,United States,Skilled Worker,Nursing,Ward Manager,Corporate Services,Finance,8A,68682,2025-05-21,2025-06-18,30.0,0.8,GMC,Permanent,Suspended,RH073327,SI622387,2027-04-09,2026-12-04,2026-02-11,2027-09-02,2025-06-11
EMP0726,Gary,Smith,smithlynn@example.net,2008-06-30,0161 496 0076,"Flat 82
Clarke Passage
Butlerhaven
FK1B 0ZF",Female,Horizon Integrated Health Partnership NHS Trust,Asian,China,Skilled Worker,Admin,Data Analyst,Women & Children,Obstetrics,8A,64103,2023-01-15,2023-02-19,20.0,0.53,HCPC,Bank,On Leave,LM895939,CS615470,2029-07-12,2029-09-22,2026-06-17,2027-09-09,2023-02-05
EMP0727,Ronald,Harris,thompsonangela@example.com,2002-08-06,(0114)4960573,"Flat 73
Adam Summit
Junebury
M32 6RW",Male,Oakridge Community Services NHS Trust,Black,Ghana,British Citizen,Medical,GP,Surgery & Cancer,Orthopaedics,GP,110036,2026-01-08,2026-02-19,15.0,0.4,None,Fixed Term,Inactive,AH209890,XM136571,2026-11-30,2027-08-29,2025-12-06,2027-04-22,2026-01-29
EMP0728,Conor,Ferguson,garethsmith@example.com,1993-07-04,+44(0)116 496 0347,"Flat 4
Colin Port
South Trevor
N1W 8QB",Male,Greenhaven Acute & Specialist Care NHS Trust,White,New Zealand,Skilled Worker,Medical,GP,Critical Care & Anaesthesia,Pain Management,GP,93494,2025-12-17,2026-01-14,37.5,1.0,None,Bank,Inactive,HM023497,BZ105642,2028-11-17,2027-01-23,2026-04-26,2027-08-16,2026-01-07
EMP0729,Tina,Collins,kieran47@example.org,2002-05-07,+441632960095,"241 Flynn Brooks
Barrymouth
CB0M 7ZF",Male,Southvale Hospitals NHS Trust,Asian,India,ILR,Admin,Medical Secretary,Medicine & Acute Care,Cardiology,4,33060,2022-08-07,2022-09-04,20.0,0.53,NMC,Fixed Term,Active,BH435904,VT436742,2029-05-29,2027-11-11,2026-01-06,2027-03-26,2022-08-28
EMP0730,Allan,Morris,opearson@example.com,1968-05-20,+44(0)909 879 0087,"Flat 1
Declan Branch
New Denis
N38 0AE",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,New Zealand,Dependent,Medical,SHO,Clinical Support Services,Pharmacy,SHO,49652,2023-08-30,2023-10-11,20.0,0.53,NMC,Bank,Active,LZ313371,YK853136,2030-08-27,2029-02-14,2026-06-10,2027-07-13,2023-09-20
