booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00004874-20260916_215328,2026-07-21,11:30:00,22:30:00,Oakridge Community Services NHS Trust,Admin,Paediatrics,Women & Children,Receptionist,Medical Secretary,4,15.38,19.49,EMP0761-20260916_215328,Mrs Clare Nicholls,Operational Requirement,2025-01-08
BR-00004875-20260916_215328,2027-05-24,15:30:00,02:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Dermatology,Medicine & Acute Care,Consultant,Registrar,SPR,33.33,43.59,EMP0883-20260916_215328,Dr Rita Coleman,Emergency Cover,2025-04-22
BR-00004876-20260916_215328,2026-09-17,07:15:00,13:15:00,Eastfield Psychological Services NHS Trust,Medical,Human Resources,Corporate Services,SHO,Consultant,CONS,48.72,71.79,EMP0667-20260916_215328,Mr Garry Jones,Night Shift Cover,2026-09-10
BR-00004877-20260916_215328,2027-09-05,15:00:00,23:00:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Senior Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0514-20260916_215328,Miss Barbara Reynolds,Operational Requirement,2025-12-29
BR-00004878-20260916_215328,2026-05-10,19:45:00,01:45:00,Lakeside District Hospitals NHS Trust,Medical,Obstetrics,Women & Children,Consultant,FY1/FY2,FY1,18.46,21.54,EMP1196-20260916_215328,Richard Faulkner,New Service Requirement,2025-08-16
BR-00004879-20260916_215328,2026-11-18,02:45:00,11:45:00,Northshire University Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0848-20260916_215328,Jordan Porter,Emergency Cover,2025-07-15
BR-00004880-20260916_215328,2026-08-26,04:15:00,11:15:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Gynaecology,Women & Children,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0555-20260916_215328,Mathew Mason,Ward Capacity Increase,2025-04-10
BR-00004881-20260916_215328,2027-04-17,12:45:00,17:45:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Oncology,Medicine & Acute Care,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0975-20260916_215328,Mohammad Mason,Emergency Cover,2025-07-04
BR-00004882-20260916_215328,2027-03-12,00:45:00,12:45:00,Horizon Integrated Health Partnership NHS Trust,Medical,Dermatology,Medicine & Acute Care,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0386-20260916_215328,Miss Nicola Dennis,New Service Requirement,2026-07-31
BR-00004883-20260916_215328,2027-08-04,16:30:00,00:30:00,Horizon Integrated Health Partnership NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0918-20260916_215328,Mandy Wells,Increased Patient Demand,2025-09-22
BR-00004884-20260916_215328,2027-02-07,06:15:00,17:15:00,Lakeside District Hospitals NHS Trust,AHP,Pathology,Clinical Support Services,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0266-20260916_215328,Ashley Akhtar,Operational Requirement,2024-09-28
BR-00004885-20260916_215328,2026-05-20,05:00:00,13:00:00,Broadfield Clinical Services NHS Trust,AHP,Acute Medicine,Medicine & Acute Care,Radiographer,Physiotherapist,6,22.56,28.21,EMP0367-20260916_215328,Robert Palmer,Ward Capacity Increase,2025-11-27
BR-00004886-20260916_215328,2026-02-21,02:00:00,10:00:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Communications,Corporate Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP0948-20260916_215328,Leigh Duffy,Staff Redeployment,2024-10-08
BR-00004887-20260916_215328,2026-11-17,17:30:00,23:30:00,Westborough Acute Care NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0774-20260916_215328,Kayleigh Marsh-Booth,Maternity Leave Cover,2026-07-16
BR-00004888-20260916_215328,2027-03-29,18:45:00,21:45:00,Riverbank General Hospitals NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0683-20260916_215328,Mr Donald Warren,Ward Capacity Increase,2025-11-28
BR-00004889-20260916_215328,2027-05-08,00:45:00,01:45:00,Hillcrest Medical Centres NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Receptionist,Administrator,3,13.33,16.41,EMP1003-20260916_215328,Mr Alexander Dawson,Staff Shortage,2026-01-16
BR-00004890-20260916_215328,2026-10-25,06:30:00,09:30:00,Horizon Integrated Health Partnership NHS Trust,Medical,IT Support,Corporate Services,SHO,Consultant,CONS,48.72,71.79,EMP0883-20260916_215328,Keith Roberts,Increased Patient Demand,2025-04-08
BR-00004891-20260916_215328,2026-09-13,17:00:00,22:00:00,Midlands Central Hospitals NHS Trust,Nursing,General Surgery,Medicine & Acute Care,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0738-20260916_215328,Dr Gary Dawson,Operational Requirement,2025-10-28
BR-00004892-20260916_215328,2026-05-27,21:30:00,22:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Emergency Department,Emergency & Urgent Care,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0960-20260916_215328,Jill Gibson-Howarth,Operational Requirement,2026-07-15
BR-00004893-20260916_215328,2027-01-20,03:45:00,09:45:00,Westmere Community Health NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,SHO,SHO,23.08,30.77,EMP0978-20260916_215328,Alan Ward,Annual Leave Cover,2025-02-09
BR-00004894-20260916_215328,2025-12-06,23:00:00,02:00:00,Westmere Community Health NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0055-20260916_215328,Dr Mathew Thompson,Specialist Skills Required,2026-06-08
BR-00004895-20260916_215328,2027-04-17,21:00:00,23:00:00,Northshire University Hospitals NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0853-20260916_215328,Janet Hall,Staff Redeployment,2025-07-20
BR-00004896-20260916_215328,2027-03-07,14:30:00,22:30:00,Southvale Hospitals NHS Trust,Admin,Breast Surgery,Surgery & Cancer,Receptionist,Medical Secretary,4,15.38,19.49,EMP1083-20260916_215328,Barry Bell,Weekend Cover,2026-06-18
BR-00004897-20260916_215328,2027-05-26,06:45:00,09:45:00,Northshire University Hospitals NHS Trust,Nursing,IT Support,Corporate Services,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0459-20260916_215328,Valerie Cox,Specialist Skills Required,2024-12-21
BR-00004898-20260916_215328,2027-03-08,04:00:00,13:00:00,Valleyview Mental Wellness NHS Trust,Nursing,Human Resources,Corporate Services,Charge Nurse,Ward Manager,8A,28.21,35.9,EMP0738-20260916_215328,Holly Savage,Staff Shortage,2025-04-09
BR-00004899-20260916_215328,2025-10-05,23:30:00,06:30:00,Southvale Hospitals NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0934-20260916_215328,Albert Taylor,Annual Leave Cover,2024-12-23
BR-00004900-20260916_215328,2026-04-04,15:45:00,22:45:00,Riverside Integrated Care NHS Trust,Nursing,Finance,Corporate Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0865-20260916_215328,Rhys Martin,High Acuity Patients,2025-12-20
BR-00004901-20260916_215328,2027-09-10,09:15:00,16:15:00,Riverbank General Hospitals NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0423-20260916_215328,Mrs Hazel Mills,Study Leave Cover,2025-02-17
BR-00004902-20260916_215328,2026-05-28,08:15:00,09:15:00,Eastfield Psychological Services NHS Trust,Medical,Pharmacy,Clinical Support Services,Registrar,Consultant,CONS,48.72,71.79,EMP0331-20260916_215328,Ms Deborah Waters,Sickness Cover,2025-01-21
BR-00004903-20260916_215328,2027-03-27,15:15:00,19:15:00,Hillcrest Medical Centres NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Data Analyst,Administrator,3,13.33,16.41,EMP0830-20260916_215328,Carolyn West,New Service Requirement,2026-02-24
BR-00004904-20260916_215328,2026-10-26,03:30:00,04:30:00,Westmere Community Health NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Nursery Nurse,Charge Nurse,7,26.67,33.33,EMP0881-20260916_215328,Pauline Watts,Weekend Cover,2026-05-08
BR-00004905-20260916_215328,2026-11-10,23:30:00,07:30:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Rheumatology,Medicine & Acute Care,Registrar,GP,GP,46.15,61.54,EMP1052-20260916_215328,Maureen Williams,Specialist Skills Required,2024-10-22
BR-00004906-20260916_215328,2027-05-22,00:00:00,04:00:00,Valleyview Mental Wellness NHS Trust,AHP,Obstetrics,Women & Children,Occupational Therapist,Speech Therapist,6,22.56,28.21,EMP1009-20260916_215328,Angela Evans,Night Shift Cover,2025-07-06
BR-00004907-20260916_215328,2026-01-27,09:15:00,17:15:00,Midlands Central Hospitals NHS Trust,Admin,Finance,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0981-20260916_215328,William Stokes,Operational Requirement,2025-12-19
BR-00004908-20260916_215328,2026-02-23,19:45:00,01:45:00,Eastfield Psychological Services NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP1029-20260916_215328,Donald Johnson-Nolan,Sickness Cover,2026-05-15
BR-00004909-20260916_215328,2026-09-10,03:15:00,09:15:00,Bluewater Community & Rehabilitation NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0560-20260916_215328,Arthur Lowe,Staff Redeployment,2026-04-20
BR-00004910-20260916_215328,2026-02-27,11:15:00,17:15:00,Oakridge Community Services NHS Trust,Nursing,Endocrinology,Medicine & Acute Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0987-20260916_215328,Dylan Brennan,Unexpected Absence,2025-05-06
BR-00004911-20260916_215328,2026-04-07,10:45:00,15:45:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0898-20260916_215328,Dr Nicholas Newton,Staff Redeployment,2025-03-30
BR-00004912-20260916_215328,2027-06-01,20:15:00,23:15:00,Horizon Integrated Health Partnership NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,SHO,Registrar,SPR,33.33,43.59,EMP1102-20260916_215328,Thomas Green-Fox,Increased Patient Demand,2025-03-21
BR-00004913-20260916_215328,2027-08-14,05:30:00,15:30:00,Valleyview Mental Wellness NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Administrator,Medical Secretary,4,15.38,19.49,EMP0498-20260916_215328,Keith Wheeler,Specialist Skills Required,2024-10-15
BR-00004914-20260916_215328,2026-02-28,02:30:00,03:30:00,Horizon Integrated Health Partnership NHS Trust,Medical,Postnatal Care,Women & Children,Consultant,FY1/FY2,FY1,18.46,21.54,EMP1023-20260916_215328,Ian West,Weekend Cover,2026-08-07
BR-00004915-20260916_215328,2026-03-17,09:30:00,20:30:00,Meadowbrook Community Health NHS Trust,Medical,Anaesthesia,Critical Care & Anaesthesia,Registrar,Registrar,SPR,33.33,43.59,EMP0580-20260916_215328,Dr Philip Smith,Planned Leave Cover,2025-04-22
BR-00004916-20260916_215328,2026-02-11,08:15:00,11:15:00,Riverside Integrated Care NHS Trust,Admin,Human Resources,Corporate Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0549-20260916_215328,Philip Green-Norman,Weekend Cover,2025-08-02
BR-00004917-20260916_215328,2026-05-03,08:15:00,12:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Pain Management,Critical Care & Anaesthesia,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0827-20260916_215328,Carol Carroll,Weekend Cover,2025-01-06
BR-00004918-20260916_215328,2026-03-30,08:45:00,12:45:00,Northwood Mental Health NHS Trust,AHP,Facilities Management,Corporate Services,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0907-20260916_215328,Leslie Gordon,Weekend Cover,2024-12-23
BR-00004919-20260916_215328,2027-04-24,11:00:00,12:00:00,Southgate Community & Mental Health NHS Trust,Admin,Paediatrics,Women & Children,Medical Secretary,Administrator,3,13.33,16.41,EMP0344-20260916_215328,Dr Samuel Lewis,Annual Leave Cover,2025-08-04
BR-00004920-20260916_215328,2025-11-13,12:45:00,22:45:00,Horizon Integrated Health Partnership NHS Trust,Medical,Postnatal Care,Women & Children,SHO,Consultant,CONS,48.72,71.79,EMP0734-20260916_215328,Miss Mary Brown,Increased Patient Demand,2026-06-20
BR-00004921-20260916_215328,2026-06-12,22:30:00,00:30:00,Northshire University Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Receptionist,Data Analyst,8A,28.21,35.9,EMP0919-20260916_215328,Lisa Lowe,Specialist Skills Required,2025-06-05
BR-00004922-20260916_215328,2027-04-29,05:00:00,13:00:00,Midlands Central Hospitals NHS Trust,Admin,Ambulance Services,Emergency & Urgent Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0496-20260916_215328,Jay Gardner,Staff Shortage,2025-01-21
BR-00004923-20260916_215328,2026-05-10,14:30:00,21:30:00,Meadowbrook Community Health NHS Trust,Medical,Human Resources,Corporate Services,Consultant,Consultant,CONS,48.72,71.79,EMP0657-20260916_215328,Patricia Gilbert,Bank Holiday Cover,2025-02-26
BR-00004924-20260916_215328,2025-10-11,11:15:00,19:15:00,Northshire University Hospitals NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Occupational Therapist,6,22.56,28.21,EMP0567-20260916_215328,Dr Jordan Hunt,Sickness Cover,2025-12-22
BR-00004925-20260916_215328,2026-07-20,06:45:00,07:45:00,Lakeside District Hospitals NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,GP,GP,GP,46.15,61.54,EMP0904-20260916_215328,Henry Reid,Planned Leave Cover,2025-09-07
BR-00004926-20260916_215328,2025-12-23,12:15:00,18:15:00,Midlands Central Hospitals NHS Trust,AHP,Respiratory Medicine,Medicine & Acute Care,Pharmacist,Pharmacist,5,18.97,23.08,EMP0415-20260916_215328,Allan Buckley,Emergency Cover,2026-03-21
BR-00004927-20260916_215328,2026-08-24,12:00:00,19:00:00,Southgate Community & Mental Health NHS Trust,Medical,Geriatrics,Medicine & Acute Care,SHO,FY1/FY2,FY1,18.46,21.54,EMP0858-20260916_215328,Dr Damian Reynolds,Staff Redeployment,2025-06-10
BR-00004928-20260916_215328,2027-09-09,21:15:00,09:15:00,Northshire University Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Radiographer,Speech Therapist,6,22.56,28.21,EMP0877-20260916_215328,Ronald Williams,Additional Patient Safety Cover,2025-07-27
BR-00004929-20260916_215328,2026-03-25,00:00:00,02:00:00,Hillcrest Medical Centres NHS Trust,AHP,Emergency Department,Emergency & Urgent Care,Speech Therapist,Physiologist,6,22.56,28.21,EMP1107-20260916_215328,Kevin Cox,Ward Capacity Increase,2024-10-25
BR-00004930-20260916_215328,2025-11-12,09:30:00,20:30:00,Horizon Integrated Health Partnership NHS Trust,Medical,Oncology,Medicine & Acute Care,Registrar,SHO,SHO,23.08,30.77,EMP0696-20260916_215328,Charlie Walton,Night Shift Cover,2024-12-25
BR-00004931-20260916_215328,2025-12-08,23:00:00,03:00:00,Riverside Integrated Care NHS Trust,Medical,IT Support,Corporate Services,SHO,Registrar,SPR,33.33,43.59,EMP0724-20260916_215328,Reece Wade,Unexpected Absence,2024-09-28
BR-00004932-20260916_215328,2026-05-24,03:30:00,15:30:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Radiology,Clinical Support Services,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0683-20260916_215328,Stephanie Gregory-Grant,Planned Leave Cover,2024-12-17
BR-00004933-20260916_215328,2026-08-02,06:15:00,10:15:00,Hillcrest Medical Centres NHS Trust,Medical,Pharmacy,Clinical Support Services,FY1/FY2,Registrar,SPR,33.33,43.59,EMP0786-20260916_215328,Mr Michael Davison,Maternity Leave Cover,2025-11-13
BR-00004934-20260916_215328,2025-10-01,07:45:00,16:45:00,Southvale Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Healthcare Assistant,Staff Nurse,5,18.97,23.08,EMP0878-20260916_215328,Garry Ward,New Service Requirement,2025-07-09
BR-00004935-20260916_215328,2026-03-12,17:00:00,22:00:00,Southvale Hospitals NHS Trust,Medical,Paediatrics,Women & Children,Registrar,Registrar,SPR,33.33,43.59,EMP0905-20260916_215328,Molly Begum,Maternity Leave Cover,2025-05-04
BR-00004936-20260916_215328,2026-08-11,11:45:00,14:45:00,Lakeside District Hospitals NHS Trust,Admin,Physiotherapy,Clinical Support Services,Medical Secretary,Administrator,3,13.33,16.41,EMP0949-20260916_215328,Dale Page,High Acuity Patients,2024-12-29
BR-00004937-20260916_215328,2025-12-27,23:45:00,05:45:00,Eastfield Psychological Services NHS Trust,AHP,IT Support,Corporate Services,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0700-20260916_215328,Dr Brandon Owen,Operational Requirement,2024-11-22
BR-00004938-20260916_215328,2026-08-26,12:15:00,14:15:00,Broadfield Clinical Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Registrar,Consultant,CONS,48.72,71.79,EMP0075-20260916_215328,Natasha Humphries-Stevens,Specialist Skills Required,2024-11-26
BR-00004939-20260916_215328,2026-05-06,14:45:00,19:45:00,Westmere Community Health NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Medical Secretary,Administrator,3,13.33,16.41,EMP0422-20260916_215328,Janet Pearson-Hutchinson,New Service Requirement,2024-12-03
BR-00004940-20260916_215328,2026-08-01,18:00:00,02:00:00,Midlands Central Hospitals NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Pharmacist,Physiologist,6,22.56,28.21,EMP0119-20260916_215328,Catherine Brown,Unexpected Absence,2025-01-21
BR-00004941-20260916_215328,2026-09-24,18:45:00,06:45:00,Broadfield Clinical Services NHS Trust,AHP,Endocrinology,Medicine & Acute Care,Physiologist,Physiologist,6,22.56,28.21,EMP0437-20260916_215328,Olivia Roberts,Training Cover,2025-02-06
BR-00004942-20260916_215328,2027-07-01,10:45:00,18:45:00,Hillcrest Medical Centres NHS Trust,Admin,Colorectal Surgery,Surgery & Cancer,Medical Secretary,Administrator,3,13.33,16.41,EMP0094-20260916_215328,Jack Kerr,Annual Leave Cover,2026-04-20
BR-00004943-20260916_215328,2026-12-13,12:45:00,13:45:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0601-20260916_215328,Paula Hughes,Emergency Cover,2025-05-07
BR-00004944-20260916_215328,2026-01-28,10:30:00,15:30:00,Meadowbrook Community Health NHS Trust,Admin,Urgent Care,Emergency & Urgent Care,Data Analyst,Administrator,3,13.33,16.41,EMP0032-20260916_215328,Julie Jones,Annual Leave Cover,2024-11-24
BR-00004945-20260916_215328,2027-06-25,22:15:00,07:15:00,Oakridge Community Services NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0695-20260916_215328,Natalie Parsons,Sickness Cover,2024-10-08
BR-00004946-20260916_215328,2026-01-11,09:15:00,10:15:00,Riverbank General Hospitals NHS Trust,AHP,Physiotherapy,Clinical Support Services,Radiographer,Physiologist,6,22.56,28.21,EMP0616-20260916_215328,Terry Duffy,Study Leave Cover,2026-01-08
BR-00004947-20260916_215328,2027-02-16,00:45:00,07:45:00,Northshire University Hospitals NHS Trust,Nursing,Postnatal Care,Women & Children,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0645-20260916_215328,Samuel O'Brien-Gray,Annual Leave Cover,2025-09-24
BR-00004948-20260916_215328,2027-04-08,16:15:00,02:15:00,Meadowbrook Community Health NHS Trust,AHP,Gastroenterology,Medicine & Acute Care,Physiologist,Speech Therapist,6,22.56,28.21,EMP0486-20260916_215328,Neil Ward-Donnelly,Annual Leave Cover,2024-12-30
BR-00004949-20260916_215328,2027-07-04,17:45:00,18:45:00,Meadowbrook Community Health NHS Trust,AHP,Physiotherapy,Clinical Support Services,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0013-20260916_215328,Helen Jackson-Smith,Planned Leave Cover,2025-08-17
BR-00004950-20260916_215328,2025-12-10,14:45:00,20:45:00,Valleyview Mental Wellness NHS Trust,AHP,Facilities Management,Corporate Services,Occupational Therapist,Physiologist,6,22.56,28.21,EMP0891-20260916_215328,Neil Henderson,High Acuity Patients,2026-04-19
BR-00004951-20260916_215328,2027-04-21,03:00:00,15:00:00,Westmere Community Health NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP1005-20260916_215328,Ms Irene Lee,New Service Requirement,2026-07-11
BR-00004952-20260916_215328,2026-10-02,14:30:00,22:30:00,Eastmoor Teaching Hospitals NHS Trust,Nursing,Pathology,Clinical Support Services,Ward Manager,Nursery Nurse,2,12.31,14.36,EMP1018-20260916_215328,Alan Knight,Study Leave Cover,2025-03-11
BR-00004953-20260916_215328,2027-06-21,21:00:00,06:00:00,Hillcrest Medical Centres NHS Trust,Admin,Pathology,Clinical Support Services,Administrator,Administrator,3,13.33,16.41,EMP0008-20260916_215328,Lynda Smith,Annual Leave Cover,2025-08-03
BR-00004954-20260916_215328,2027-01-29,05:00:00,06:00:00,Eastfield Psychological Services NHS Trust,AHP,Respiratory Medicine,Medicine & Acute Care,Physiologist,Radiographer,6,22.56,28.21,EMP0569-20260916_215328,Karl Hunt,Additional Patient Safety Cover,2025-05-25
BR-00004955-20260916_215328,2026-07-01,01:00:00,11:00:00,Hillcrest Medical Centres NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Healthcare Assistant,Healthcare Assistant,2,12.31,14.36,EMP0588-20260916_215328,Wendy Metcalfe-Johnston,High Acuity Patients,2026-02-13
BR-00004956-20260916_215328,2027-07-14,21:00:00,02:00:00,Northshire University Hospitals NHS Trust,AHP,Paediatrics,Women & Children,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0612-20260916_215328,Mr Philip Edwards,Night Shift Cover,2026-05-02
BR-00004957-20260916_215328,2026-09-19,11:45:00,18:45:00,Oakridge Community Services NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0606-20260916_215328,Jean Iqbal,Night Shift Cover,2025-11-09
BR-00004958-20260916_215328,2026-04-12,06:30:00,12:30:00,Hillcrest Medical Centres NHS Trust,Admin,Haematology,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0190-20260916_215328,Mr Nicholas Parker,High Acuity Patients,2025-10-05
BR-00004959-20260916_215328,2026-11-27,01:45:00,07:45:00,Riverbank General Hospitals NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP1016-20260916_215328,Mrs Sheila Ford,Specialist Skills Required,2025-08-10
BR-00004960-20260916_215328,2026-08-20,22:45:00,08:45:00,Westborough Acute Care NHS Trust,Medical,Facilities Management,Corporate Services,SHO,FY1/FY2,FY1,18.46,21.54,EMP0222-20260916_215328,Donna Scott-Hayes,Annual Leave Cover,2024-10-21
BR-00004961-20260916_215328,2027-02-02,12:30:00,18:30:00,Horizon Integrated Health Partnership NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0338-20260916_215328,Dean Bond-Lawrence,Specialist Skills Required,2025-10-15
BR-00004962-20260916_215328,2027-07-13,00:30:00,04:30:00,Northwood Mental Health NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0203-20260916_215328,Brandon Smith,Planned Leave Cover,2026-04-09
BR-00004963-20260916_215328,2025-09-30,13:00:00,18:00:00,Southvale Hospitals NHS Trust,Nursing,Finance,Corporate Services,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0893-20260916_215328,Robert Carter,Additional Patient Safety Cover,2026-06-18
BR-00004964-20260916_215328,2027-09-08,17:45:00,02:45:00,Meadowbrook Community Health NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0460-20260916_215328,Ms Pamela Frost,Bank Holiday Cover,2025-01-31
BR-00004965-20260916_215328,2027-08-26,00:15:00,01:15:00,Hillcrest Medical Centres NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0865-20260916_215328,Dr Billy Jenkins,Study Leave Cover,2026-05-25
BR-00004966-20260916_215328,2027-06-03,11:15:00,15:15:00,Horizon Integrated Health Partnership NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,SHO,SHO,SHO,23.08,30.77,EMP0057-20260916_215328,Mr Henry Allen,Specialist Skills Required,2025-07-22
BR-00004967-20260916_215328,2027-05-25,06:45:00,15:45:00,Northshire University Hospitals NHS Trust,AHP,Rheumatology,Medicine & Acute Care,Occupational Therapist,Occupational Therapist,6,22.56,28.21,EMP0194-20260916_215328,Mr Callum Taylor,Bank Holiday Cover,2025-06-24
BR-00004968-20260916_215328,2026-05-26,08:15:00,12:15:00,Eastfield Psychological Services NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,GP,GP,46.15,61.54,EMP0722-20260916_215328,Robert Walker,Planned Leave Cover,2025-04-27
BR-00004969-20260916_215328,2026-09-22,17:00:00,04:00:00,Hillcrest Medical Centres NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,Registrar,Registrar,SPR,33.33,43.59,EMP0335-20260916_215328,Iain Stephenson,New Service Requirement,2024-10-23
BR-00004970-20260916_215328,2027-02-06,04:00:00,13:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,GP,Consultant,CONS,48.72,71.79,EMP1049-20260916_215328,Mr Geoffrey Taylor,Sickness Cover,2025-03-04
BR-00004971-20260916_215328,2026-01-06,20:00:00,02:00:00,Riverbank General Hospitals NHS Trust,Admin,Communications,Corporate Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0415-20260916_215328,Kayleigh Johnson,Ward Capacity Increase,2025-12-31
BR-00004972-20260916_215328,2025-11-06,19:00:00,20:00:00,Westmere Community Health NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Physiotherapist,Radiographer,6,22.56,28.21,EMP0432-20260916_215328,Jemma Young,Ward Capacity Increase,2025-03-20
BR-00004973-20260916_215328,2027-07-05,17:45:00,04:45:00,Northwood Mental Health NHS Trust,Admin,General Surgery,Medicine & Acute Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0124-20260916_215328,Maurice Wheeler,Emergency Cover,2026-02-14
BR-00004974-20260916_215328,2027-01-05,11:30:00,19:30:00,Riverside Integrated Care NHS Trust,Nursing,Gynaecology,Women & Children,Charge Nurse,Healthcare Assistant,2,12.31,14.36,EMP0673-20260916_215328,Barry Williams-Mason,High Acuity Patients,2025-02-02
BR-00004975-20260916_215328,2026-12-06,22:45:00,09:45:00,Southgate Community & Mental Health NHS Trust,Nursing,Communications,Corporate Services,Nursery Nurse,Ward Manager,8A,28.21,35.9,EMP0870-20260916_215328,Diane Cook,Specialist Skills Required,2025-08-11
