booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00006013-20260913_210636,2026-10-26,05:00:00,06:00:00,Riverbank General Hospitals NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Data Analyst,Receptionist,3,13.33,16.41,EMP1172-20260913_210636,Bethan Green,Sickness Cover,2025-05-08
BR-00006014-20260913_210636,2025-10-02,06:15:00,10:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Senior Staff Nurse,6,22.56,28.21,EMP0347-20260913_210636,Hannah West,High Acuity Patients,2026-02-19
BR-00006015-20260913_210636,2026-04-03,05:45:00,14:45:00,Valleyview Mental Wellness NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0425-20260913_210636,Mrs Carol Freeman,High Acuity Patients,2026-07-11
BR-00006016-20260913_210636,2027-07-23,17:00:00,02:00:00,Westborough Acute Care NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Senior Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP1138-20260913_210636,Vincent Brooks-Taylor,Training Cover,2025-03-03
BR-00006017-20260913_210636,2027-08-16,09:30:00,21:30:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Speech Therapist,Radiographer,6,22.56,28.21,EMP0042-20260913_210636,Denise Turner,Unexpected Absence,2024-09-25
BR-00006018-20260913_210636,2025-09-23,17:15:00,18:15:00,Meadowbrook Community Health NHS Trust,AHP,Rheumatology,Medicine & Acute Care,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP1026-20260913_210636,Jeffrey Wright,Staff Redeployment,2024-11-04
BR-00006019-20260913_210636,2027-06-03,01:00:00,05:00:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Occupational Therapy,Clinical Support Services,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0099-20260913_210636,Mr Cameron Kelly,New Service Requirement,2025-07-09
BR-00006020-20260913_210636,2026-12-29,17:00:00,22:00:00,Riverside Integrated Care NHS Trust,Admin,Gynaecology,Women & Children,Data Analyst,Administrator,3,13.33,16.41,EMP0182-20260913_210636,Dr Derek Begum,Increased Patient Demand,2026-07-06
BR-00006021-20260913_210636,2026-06-10,12:30:00,00:30:00,Riverbank General Hospitals NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0664-20260913_210636,Lynda Jones-White,Ward Capacity Increase,2026-03-09
BR-00006022-20260913_210636,2025-11-20,01:45:00,13:45:00,Southgate Community & Mental Health NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0547-20260913_210636,Aaron Jennings,New Service Requirement,2026-05-27
BR-00006023-20260913_210636,2027-09-06,10:15:00,18:15:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Intensive Care Unit,Critical Care & Anaesthesia,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0591-20260913_210636,Aimee Kerr,Planned Leave Cover,2025-02-04
BR-00006024-20260913_210636,2025-10-28,14:15:00,22:15:00,Hillcrest Medical Centres NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0817-20260913_210636,Dr Henry Jones,Increased Patient Demand,2025-12-02
BR-00006025-20260913_210636,2026-12-06,02:15:00,11:15:00,Meadowbrook Community Health NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP0251-20260913_210636,Frederick Barton,Additional Patient Safety Cover,2025-04-09
BR-00006026-20260913_210636,2026-03-09,16:00:00,03:00:00,Valleyview Mental Wellness NHS Trust,Nursing,Paediatrics,Women & Children,Ward Manager,Charge Nurse,7,26.67,33.33,EMP0177-20260913_210636,William Ali,New Service Requirement,2026-08-28
BR-00006027-20260913_210636,2027-04-28,21:30:00,04:30:00,Eastfield Psychological Services NHS Trust,Medical,Radiology,Clinical Support Services,Registrar,GP,GP,46.15,61.54,EMP0775-20260913_210636,Miss Molly Fuller,Maternity Leave Cover,2025-05-04
BR-00006028-20260913_210636,2026-09-30,09:30:00,17:30:00,Southvale Hospitals NHS Trust,Nursing,Acute Medicine,Medicine & Acute Care,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0226-20260913_210636,Barry Burns-Begum,Unexpected Absence,2025-11-06
BR-00006029-20260913_210636,2027-01-05,14:15:00,15:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Haematology,Medicine & Acute Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0609-20260913_210636,Miss Rachel Chambers,Operational Requirement,2024-09-14
BR-00006030-20260913_210636,2027-01-09,02:30:00,07:30:00,Broadfield Clinical Services NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Medical Secretary,Administrator,3,13.33,16.41,EMP0751-20260913_210636,Dr Scott Elliott,Planned Leave Cover,2026-04-02
BR-00006031-20260913_210636,2027-06-09,05:30:00,13:30:00,Valleyview Mental Wellness NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,FY1/FY2,SHO,SHO,23.08,30.77,EMP1197-20260913_210636,Arthur Webster,Operational Requirement,2026-03-18
BR-00006032-20260913_210636,2027-01-08,00:15:00,07:15:00,Northwood Mental Health NHS Trust,Medical,Gynaecology,Women & Children,Registrar,Registrar,SPR,33.33,43.59,EMP0941-20260913_210636,Victoria Robinson,Operational Requirement,2024-10-22
BR-00006033-20260913_210636,2027-07-10,04:15:00,16:15:00,Westmere Community Health NHS Trust,Medical,General Surgery,Surgery & Cancer,SHO,SHO,SHO,23.08,30.77,EMP0347-20260913_210636,Dr Lorraine Payne,Ward Capacity Increase,2024-12-20
BR-00006034-20260913_210636,2025-09-29,04:45:00,06:45:00,Midlands Central Hospitals NHS Trust,Admin,Infectious Diseases,Medicine & Acute Care,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0495-20260913_210636,Alice Potter,New Service Requirement,2025-02-02
BR-00006035-20260913_210636,2027-02-03,09:00:00,16:00:00,Southvale Hospitals NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,Consultant,Consultant,CONS,48.72,71.79,EMP0668-20260913_210636,Maurice Wright,Specialist Skills Required,2026-07-14
BR-00006036-20260913_210636,2026-06-28,10:00:00,20:00:00,Northshire University Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Occupational Therapist,6,22.56,28.21,EMP0749-20260913_210636,Marie Martin,Increased Patient Demand,2025-11-10
BR-00006037-20260913_210636,2026-01-01,04:00:00,15:00:00,Riverbank General Hospitals NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Pharmacist,Radiographer,6,22.56,28.21,EMP0199-20260913_210636,Dr Roger Walsh,Increased Patient Demand,2024-10-16
BR-00006038-20260913_210636,2027-03-23,11:45:00,16:45:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Receptionist,Medical Secretary,4,15.38,19.49,EMP0968-20260913_210636,Dr Luke Hall,Study Leave Cover,2026-08-25
BR-00006039-20260913_210636,2027-01-21,03:45:00,05:45:00,Riverside Integrated Care NHS Trust,Admin,Neurosurgery,Surgery & Cancer,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0592-20260913_210636,Lydia Cox,Staff Shortage,2025-04-28
BR-00006040-20260913_210636,2027-04-27,10:30:00,15:30:00,Bluewater Community & Rehabilitation NHS Trust,Medical,ENT Surgery,Surgery & Cancer,SHO,FY1/FY2,FY1,18.46,21.54,EMP0163-20260913_210636,Edward Williams,Increased Patient Demand,2026-07-26
BR-00006041-20260913_210636,2026-01-16,13:15:00,19:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Occupational Therapist,Radiographer,6,22.56,28.21,EMP0696-20260913_210636,Dr Hayley Wall,Additional Patient Safety Cover,2025-01-02
BR-00006042-20260913_210636,2027-06-23,07:30:00,17:30:00,Riverside Integrated Care NHS Trust,Medical,Minor Injuries Unit,Emergency & Urgent Care,FY1/FY2,SHO,SHO,23.08,30.77,EMP1083-20260913_210636,Harry Carey,Operational Requirement,2024-12-16
BR-00006043-20260913_210636,2027-07-01,13:30:00,22:30:00,Valleyview Mental Wellness NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0830-20260913_210636,Mr Arthur Daniels,Bank Holiday Cover,2025-04-26
BR-00006044-20260913_210636,2027-05-31,19:45:00,22:45:00,Midlands Central Hospitals NHS Trust,AHP,Pharmacy,Clinical Support Services,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0922-20260913_210636,Conor Singh-Potts,New Service Requirement,2025-03-07
BR-00006045-20260913_210636,2026-06-15,06:45:00,13:45:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Physiotherapy,Clinical Support Services,Physiologist,Radiographer,6,22.56,28.21,EMP1036-20260913_210636,Debra Davies,Training Cover,2026-07-30
BR-00006046-20260913_210636,2025-12-19,04:30:00,10:30:00,Southgate Community & Mental Health NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,GP,Registrar,SPR,33.33,43.59,EMP0134-20260913_210636,Douglas Martin-Gardner,Weekend Cover,2024-11-28
BR-00006047-20260913_210636,2026-06-21,06:15:00,07:15:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Facilities Management,Corporate Services,Radiographer,Pharmacist,5,18.97,23.08,EMP0969-20260913_210636,Arthur Gray,Night Shift Cover,2026-03-16
BR-00006048-20260913_210636,2027-06-05,21:45:00,09:45:00,Northshire University Hospitals NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Receptionist,Receptionist,3,13.33,16.41,EMP1075-20260913_210636,Elaine Wilson,Additional Patient Safety Cover,2025-06-03
BR-00006049-20260913_210636,2026-11-01,19:00:00,03:00:00,Lakeside District Hospitals NHS Trust,Medical,Pharmacy,Clinical Support Services,Registrar,Registrar,SPR,33.33,43.59,EMP0046-20260913_210636,Jennifer Williams,Annual Leave Cover,2025-11-22
BR-00006050-20260913_210636,2027-08-06,03:45:00,06:45:00,Riverbank General Hospitals NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0526-20260913_210636,Julie Bird,Unexpected Absence,2026-06-15
BR-00006051-20260913_210636,2027-07-27,20:45:00,01:45:00,Southvale Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0149-20260913_210636,Rebecca Moss,Sickness Cover,2025-05-05
BR-00006052-20260913_210636,2026-01-19,12:30:00,00:30:00,Riverside Integrated Care NHS Trust,AHP,Intensive Care Unit,Critical Care & Anaesthesia,Physiologist,Occupational Therapist,6,22.56,28.21,EMP0889-20260913_210636,Edward James,Sickness Cover,2025-04-07
BR-00006053-20260913_210636,2027-01-01,21:30:00,04:30:00,Westborough Acute Care NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Medical Secretary,4,15.38,19.49,EMP1132-20260913_210636,Charlotte Graham,Increased Patient Demand,2026-06-13
BR-00006054-20260913_210636,2027-04-12,04:45:00,06:45:00,Westmere Community Health NHS Trust,AHP,Obstetrics,Women & Children,Radiographer,Pharmacist,5,18.97,23.08,EMP0883-20260913_210636,June Gray-Robinson,Sickness Cover,2025-05-11
BR-00006055-20260913_210636,2026-09-12,19:45:00,05:45:00,Hillcrest Medical Centres NHS Trust,Medical,Emergency Department,Emergency & Urgent Care,Consultant,GP,GP,46.15,61.54,EMP0562-20260913_210636,Jasmine Smith,Bank Holiday Cover,2025-07-13
BR-00006056-20260913_210636,2026-06-25,12:30:00,14:30:00,Eastfield Psychological Services NHS Trust,Nursing,Communications,Corporate Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0981-20260913_210636,Marcus Walker-Hyde,Maternity Leave Cover,2026-02-14
BR-00006057-20260913_210636,2026-09-23,02:00:00,09:00:00,Eastfield Psychological Services NHS Trust,Nursing,Colorectal Surgery,Surgery & Cancer,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0607-20260913_210636,Helen Harper,Maternity Leave Cover,2026-04-02
BR-00006058-20260913_210636,2027-08-05,04:15:00,08:15:00,Northwood Mental Health NHS Trust,AHP,Dermatology,Medicine & Acute Care,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0846-20260913_210636,David Clarke,Specialist Skills Required,2026-02-21
BR-00006059-20260913_210636,2026-12-28,10:00:00,12:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,IT Support,Corporate Services,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0084-20260913_210636,Kim Ashton,Night Shift Cover,2026-03-03
BR-00006060-20260913_210636,2026-12-24,20:15:00,01:15:00,Southvale Hospitals NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Receptionist,Administrator,3,13.33,16.41,EMP0098-20260913_210636,Aimee Brown,Additional Patient Safety Cover,2025-08-15
BR-00006061-20260913_210636,2027-02-26,14:00:00,23:00:00,Valleyview Mental Wellness NHS Trust,Medical,Oncology,Medicine & Acute Care,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0673-20260913_210636,Jennifer Lewis-Watkins,Annual Leave Cover,2024-12-27
BR-00006062-20260913_210636,2027-03-22,03:15:00,14:15:00,Broadfield Clinical Services NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0101-20260913_210636,Natasha Brown,Maternity Leave Cover,2025-08-02
BR-00006063-20260913_210636,2026-02-14,19:45:00,20:45:00,Midlands Central Hospitals NHS Trust,Medical,Cardiology,Medicine & Acute Care,Consultant,Registrar,SPR,33.33,43.59,EMP0291-20260913_210636,Russell Bevan,Additional Patient Safety Cover,2026-07-31
BR-00006064-20260913_210636,2027-06-06,00:30:00,12:30:00,Valleyview Mental Wellness NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0687-20260913_210636,Ms Jennifer Rogers,Bank Holiday Cover,2025-01-18
BR-00006065-20260913_210636,2026-02-07,10:00:00,19:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Finance,Corporate Services,Consultant,Registrar,SPR,33.33,43.59,EMP0681-20260913_210636,Ms Jade Marshall,Staff Redeployment,2025-01-29
BR-00006066-20260913_210636,2026-04-03,21:00:00,02:00:00,Lakeside District Hospitals NHS Trust,Medical,Pharmacy,Clinical Support Services,GP,SHO,SHO,23.08,30.77,EMP1003-20260913_210636,Dr Ronald Edwards,Staff Shortage,2025-06-25
BR-00006067-20260913_210636,2026-04-08,06:15:00,11:15:00,Hillcrest Medical Centres NHS Trust,Medical,Communications,Corporate Services,Consultant,Registrar,SPR,33.33,43.59,EMP0116-20260913_210636,Leslie Cameron-Winter,Unexpected Absence,2025-08-29
BR-00006068-20260913_210636,2027-01-01,10:45:00,11:45:00,Northshire University Hospitals NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP1044-20260913_210636,Gordon Day-Finch,Study Leave Cover,2025-02-28
BR-00006069-20260913_210636,2026-01-26,01:30:00,13:30:00,Valleyview Mental Wellness NHS Trust,AHP,Radiology,Clinical Support Services,Radiographer,Speech Therapist,6,22.56,28.21,EMP0383-20260913_210636,Luke Watts,Bank Holiday Cover,2025-06-29
BR-00006070-20260913_210636,2026-05-08,13:00:00,16:00:00,Southgate Community & Mental Health NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Data Analyst,Data Analyst,8A,28.21,35.9,EMP1197-20260913_210636,Andrew James,Additional Patient Safety Cover,2025-06-18
BR-00006071-20260913_210636,2026-05-10,13:30:00,19:30:00,Meadowbrook Community Health NHS Trust,Admin,Dermatology,Medicine & Acute Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP0408-20260913_210636,Ian Price,Weekend Cover,2026-01-24
BR-00006072-20260913_210636,2026-06-02,05:30:00,13:30:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Oncology,Medicine & Acute Care,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0479-20260913_210636,Patricia Moore,Sickness Cover,2026-04-07
BR-00006073-20260913_210636,2026-07-19,13:00:00,20:00:00,Southgate Community & Mental Health NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Speech Therapist,Radiographer,6,22.56,28.21,EMP0170-20260913_210636,Dr Harry Buckley,Operational Requirement,2026-06-11
BR-00006074-20260913_210636,2026-04-17,02:00:00,11:00:00,Westborough Acute Care NHS Trust,Nursing,Neurology,Medicine & Acute Care,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0590-20260913_210636,Russell Cox,Weekend Cover,2026-05-18
BR-00006075-20260913_210636,2027-04-22,06:45:00,16:45:00,Riverbank General Hospitals NHS Trust,AHP,Human Resources,Corporate Services,Physiologist,Speech Therapist,6,22.56,28.21,EMP0806-20260913_210636,Ms Natasha Khan,Training Cover,2025-12-18
BR-00006076-20260913_210636,2027-01-31,14:30:00,01:30:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Physiotherapy,Clinical Support Services,Receptionist,Medical Secretary,4,15.38,19.49,EMP0880-20260913_210636,Dr Julian Kaur,New Service Requirement,2026-07-26
BR-00006077-20260913_210636,2026-10-11,16:30:00,21:30:00,Westmere Community Health NHS Trust,Admin,Cardiology,Medicine & Acute Care,Administrator,Data Analyst,8A,28.21,35.9,EMP1132-20260913_210636,Mrs Marion Slater,Weekend Cover,2024-09-12
BR-00006078-20260913_210636,2027-04-04,20:00:00,07:00:00,Westborough Acute Care NHS Trust,AHP,Obstetrics,Women & Children,Pharmacist,Radiographer,6,22.56,28.21,EMP1117-20260913_210636,Bethan Archer,Weekend Cover,2025-11-23
BR-00006079-20260913_210636,2027-01-12,18:15:00,01:15:00,Southvale Hospitals NHS Trust,Admin,Nephrology,Medicine & Acute Care,Administrator,Receptionist,3,13.33,16.41,EMP0989-20260913_210636,Lynn Smith,Staff Shortage,2025-01-23
BR-00006080-20260913_210636,2027-01-18,00:30:00,08:30:00,Northwood Mental Health NHS Trust,Nursing,Pharmacy,Clinical Support Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0563-20260913_210636,Glenn Henry,Night Shift Cover,2026-06-12
BR-00006081-20260913_210636,2026-02-14,06:45:00,13:45:00,Westmere Community Health NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP0905-20260913_210636,Raymond Jenkins,Unexpected Absence,2025-06-14
BR-00006082-20260913_210636,2026-07-26,12:00:00,13:00:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Orthopaedics,Surgery & Cancer,Registrar,GP,GP,46.15,61.54,EMP0981-20260913_210636,Jack Jennings,Bank Holiday Cover,2025-01-26
BR-00006083-20260913_210636,2027-07-04,10:00:00,21:00:00,Northshire University Hospitals NHS Trust,AHP,Gynaecology,Women & Children,Physiologist,Occupational Therapist,6,22.56,28.21,EMP0788-20260913_210636,Ms Laura Jones,Ward Capacity Increase,2026-04-16
BR-00006084-20260913_210636,2026-10-15,19:30:00,01:30:00,Riverbank General Hospitals NHS Trust,AHP,Occupational Therapy,Clinical Support Services,Physiologist,Pharmacist,5,18.97,23.08,EMP0414-20260913_210636,Kayleigh Ellis,Staff Redeployment,2024-11-16
BR-00006085-20260913_210636,2026-10-10,15:15:00,16:15:00,Lakeside District Hospitals NHS Trust,Nursing,Facilities Management,Corporate Services,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0311-20260913_210636,Glenn Barnes,Operational Requirement,2026-02-05
BR-00006086-20260913_210636,2026-05-11,03:00:00,12:00:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Postnatal Care,Women & Children,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0781-20260913_210636,June Quinn,Training Cover,2025-03-20
BR-00006087-20260913_210636,2025-11-05,07:45:00,19:45:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Data Analyst,Administrator,3,13.33,16.41,EMP0763-20260913_210636,Alexandra Green,Emergency Cover,2026-07-31
BR-00006088-20260913_210636,2027-08-04,13:00:00,15:00:00,Eastfield Psychological Services NHS Trust,Nursing,Infectious Diseases,Medicine & Acute Care,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0511-20260913_210636,Stephanie Coleman,New Service Requirement,2024-12-19
BR-00006089-20260913_210636,2026-06-04,23:15:00,09:15:00,Southvale Hospitals NHS Trust,Nursing,Communications,Corporate Services,Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0237-20260913_210636,Tracey Farmer,Emergency Cover,2025-03-28
BR-00006090-20260913_210636,2025-11-28,00:30:00,12:30:00,Valleyview Mental Wellness NHS Trust,Medical,General Surgery,Medicine & Acute Care,SHO,Consultant,CONS,48.72,71.79,EMP1041-20260913_210636,Suzanne Harvey,Increased Patient Demand,2024-12-25
BR-00006091-20260913_210636,2027-07-29,15:30:00,17:30:00,Broadfield Clinical Services NHS Trust,Admin,Geriatrics,Medicine & Acute Care,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0968-20260913_210636,Mrs Melanie Thompson,Operational Requirement,2025-07-12
BR-00006092-20260913_210636,2026-04-25,05:15:00,09:15:00,Northwood Mental Health NHS Trust,Nursing,Paediatrics,Women & Children,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP1193-20260913_210636,Jacqueline Morris,Planned Leave Cover,2025-12-17
BR-00006093-20260913_210636,2026-10-01,07:30:00,19:30:00,Greenhaven Acute & Specialist Care NHS Trust,AHP,Breast Surgery,Surgery & Cancer,Occupational Therapist,Physiologist,6,22.56,28.21,EMP0493-20260913_210636,Chelsea Gould,Staff Shortage,2026-03-10
BR-00006094-20260913_210636,2027-05-27,23:45:00,01:45:00,Broadfield Clinical Services NHS Trust,Admin,Communications,Corporate Services,Administrator,Data Analyst,8A,28.21,35.9,EMP0090-20260913_210636,Rebecca Clayton,High Acuity Patients,2025-04-26
BR-00006095-20260913_210636,2026-04-27,07:45:00,10:45:00,Southgate Community & Mental Health NHS Trust,Admin,General Surgery,Surgery & Cancer,Medical Secretary,Administrator,3,13.33,16.41,EMP0679-20260913_210636,Arthur Walker,Increased Patient Demand,2025-02-13
BR-00006096-20260913_210636,2027-05-25,15:00:00,00:00:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Acute Medicine,Medicine & Acute Care,Data Analyst,Receptionist,3,13.33,16.41,EMP0150-20260913_210636,Elizabeth Pearce,High Acuity Patients,2025-07-05
BR-00006097-20260913_210636,2026-04-17,14:15:00,17:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Breast Surgery,Surgery & Cancer,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0245-20260913_210636,Michelle Chapman,Ward Capacity Increase,2025-12-19
BR-00006098-20260913_210636,2027-03-08,03:15:00,12:15:00,Westborough Acute Care NHS Trust,AHP,Physiotherapy,Clinical Support Services,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0865-20260913_210636,Marilyn Griffiths,Training Cover,2025-02-18
BR-00006099-20260913_210636,2026-07-21,23:00:00,01:00:00,Broadfield Clinical Services NHS Trust,Admin,Minor Injuries Unit,Emergency & Urgent Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP1158-20260913_210636,Guy Brooks,High Acuity Patients,2026-05-30
BR-00006100-20260913_210636,2027-02-28,21:45:00,05:45:00,Midlands Central Hospitals NHS Trust,AHP,Urgent Care,Emergency & Urgent Care,Physiotherapist,Occupational Therapist,6,22.56,28.21,EMP1085-20260913_210636,Nigel Ellis,Specialist Skills Required,2025-01-29
BR-00006101-20260913_210636,2027-04-20,15:00:00,02:00:00,Valleyview Mental Wellness NHS Trust,Medical,Human Resources,Corporate Services,SHO,Registrar,SPR,33.33,43.59,EMP0459-20260913_210636,Jake Powell,Bank Holiday Cover,2026-08-25
BR-00006102-20260913_210636,2026-10-14,02:30:00,07:30:00,Riverside Integrated Care NHS Trust,Medical,General Surgery,Surgery & Cancer,SHO,GP,GP,46.15,61.54,EMP0993-20260913_210636,Melissa Faulkner-Hughes,Additional Patient Safety Cover,2026-03-23
BR-00006103-20260913_210636,2026-07-16,18:15:00,02:15:00,Riverside Integrated Care NHS Trust,Admin,Radiology,Clinical Support Services,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0881-20260913_210636,Carl Townsend-Thorpe,Maternity Leave Cover,2025-12-05
BR-00006104-20260913_210636,2027-06-13,07:15:00,09:15:00,Horizon Integrated Health Partnership NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Pharmacist,Occupational Therapist,6,22.56,28.21,EMP0539-20260913_210636,June Hayes,High Acuity Patients,2024-10-18
BR-00006105-20260913_210636,2026-09-13,21:45:00,22:45:00,Southvale Hospitals NHS Trust,Medical,Facilities Management,Corporate Services,SHO,GP,GP,46.15,61.54,EMP0960-20260913_210636,Rhys Powell,Training Cover,2026-06-04
BR-00006106-20260913_210636,2026-03-09,19:00:00,22:00:00,Meadowbrook Community Health NHS Trust,Admin,Human Resources,Corporate Services,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0179-20260913_210636,Dr Joshua Francis,Operational Requirement,2026-05-15
BR-00006107-20260913_210636,2027-04-14,15:45:00,20:45:00,Midlands Central Hospitals NHS Trust,Nursing,Nephrology,Medicine & Acute Care,Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0602-20260913_210636,Grace Harris,Increased Patient Demand,2026-06-05
BR-00006108-20260913_210636,2026-07-09,06:30:00,14:30:00,Riverside Integrated Care NHS Trust,Nursing,Finance,Corporate Services,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0464-20260913_210636,Geraldine Parry,Increased Patient Demand,2025-12-04
BR-00006109-20260913_210636,2026-02-01,13:45:00,22:45:00,Northwood Mental Health NHS Trust,Medical,Respiratory Medicine,Medicine & Acute Care,SHO,GP,GP,46.15,61.54,EMP0784-20260913_210636,Mr Terence Lewis,Ward Capacity Increase,2025-03-30
BR-00006110-20260913_210636,2026-04-26,23:15:00,03:15:00,Horizon Integrated Health Partnership NHS Trust,Nursing,Pathology,Clinical Support Services,Charge Nurse,Nursery Nurse,2,12.31,14.36,EMP0053-20260913_210636,Ashley Reed,Study Leave Cover,2025-02-27
BR-00006111-20260913_210636,2025-12-27,01:45:00,10:45:00,Meadowbrook Community Health NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Healthcare Assistant,Senior Staff Nurse,6,22.56,28.21,EMP1095-20260913_210636,Jemma King,Maternity Leave Cover,2026-05-28
BR-00006112-20260913_210636,2026-08-21,16:00:00,21:00:00,Riverside Integrated Care NHS Trust,Nursing,Neurology,Medicine & Acute Care,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0351-20260913_210636,Fiona Griffiths,Staff Shortage,2025-11-25
BR-00006113-20260913_210636,2026-03-08,19:45:00,00:45:00,Riverbank General Hospitals NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,FY1/FY2,SHO,SHO,23.08,30.77,EMP0835-20260913_210636,Derek Turner-Edwards,Weekend Cover,2024-09-28
BR-00006114-20260913_210636,2025-10-08,03:45:00,12:45:00,Hillcrest Medical Centres NHS Trust,Medical,Radiology,Clinical Support Services,FY1/FY2,FY1/FY2,FY1,18.46,21.54,EMP0169-20260913_210636,Miss Lorraine Hewitt,Operational Requirement,2025-06-13
