emp_id,first_name,last_name,email,dob,telephone,address,gender,trust,ethnicity,nationality,visa_status,staff_group,role,division,grade,salary,hire_date,contract_start,weekly_hours,fte,registration_type,contract_type,employment_status,registration_no,registration_expiry_date,ni,dbs_expiry_date,mandatory_training_expiry_date,profile_creation_date
EMP0546,Josh,Clark,obarker@example.net,1989-05-03,0191 4960986,"3 Jill Ramp
North Jasmine
G15 0JW",Female,Southgate Community & Mental Health NHS Trust,White,New Zealand,Dependent,Admin,Medical Secretary,Women & Children,4,30556,2019-06-17,2019-07-29,30.0,0.8,GMC,Bank,Inactive,SM234414,2027-09-21,JO257652,2029-11-19,2027-09-11,2019-07-08
EMP0547,Louise,Brown,iangordon@example.org,1982-06-30,0191 4960949,"Flat 48
Thomas Vista
Colefurt
WC33 3XJ",Female,Riverbank General Hospitals NHS Trust,White,Canada,ILR,Medical,FY1/FY2,Clinical Support Services,FY1,39115,2023-06-12,2023-07-17,20.0,0.53,HCPC,Bank,Active,AC662296,2030-02-14,QL483133,2030-09-11,2027-04-10,2023-07-03
EMP0548,Judith,Green,glenn44@example.net,1988-10-10,+4420 74960471,"2 Ali Circles
Lake Russell
E5J 3JS",Male,Southgate Community & Mental Health NHS Trust,White,United Kingdom,Skilled Worker,Medical,GP,Clinical Support Services,GP,105828,2022-10-31,2022-12-12,30.0,0.8,GMC,Bank,Inactive,DV327129,2028-10-30,LG352270,2031-05-17,2026-11-09,2022-11-21
EMP0549,Philip,Mann,graychelsea@example.net,1983-08-24,+44141 496 0029,"Studio 3
Hill Square
South Jacobtown
DL5M 7UN",Male,Southvale Hospitals NHS Trust,Mixed,New Zealand,Dependent,Medical,GP,Clinical Support Services,GP,100474,2019-05-22,2019-07-03,20.0,0.53,None,Bank,On Leave,FG023481,2028-05-14,MZ047667,2031-04-08,2027-06-20,2019-06-12
EMP0550,Josephine,Campbell,dtaylor@example.com,2004-12-17,0808 157 0157,"Flat 0
Dawn Place
East Melissachester
G9C 5EG",Male,Valleyview Mental Wellness NHS Trust,Black,Kenya,British Citizen,AHP,Occupational Therapist,Corporate Services,6,44355,2024-07-13,2024-08-10,37.5,1.0,NMC,Permanent,On Leave,CG525421,2031-06-12,SS987269,2031-01-25,2027-01-14,2024-08-03
EMP0551,Gordon,Doyle,younggary@example.net,1964-12-03,+44115 4960284,"5 Bowen Meadow
Jenkinsberg
NR96 7ZX",Female,Hillcrest Medical Centres NHS Trust,White,United Kingdom,ILR,Nursing,Staff Nurse,Emergency & Urgent Care,5,41728,2022-01-21,2022-02-25,37.5,1.0,None,Bank,Active,GP924713,2029-09-26,KQ652706,2029-06-19,2027-05-01,2022-02-11
EMP0552,Robert,Doyle,bankshugh@example.net,1975-08-27,+4428 9018 0633,"Studio 5
Norman Plaza
Walkerberg
W1E 8GT",Female,Westmere Community Health NHS Trust,Asian,China,British Citizen,Medical,SHO,Surgery & Cancer,SHO,55292,2021-09-25,2021-10-23,30.0,0.8,HCPC,Bank,Inactive,OJ616945,2027-11-10,PB295030,2028-07-20,2027-04-15,2021-10-16
EMP0553,Pamela,Goddard,mohammedchapman@example.com,1973-07-09,0161 496 0740,"296 Barrett Canyon
Lake Cherylburgh
AL3 4DR",Female,Valleyview Mental Wellness NHS Trust,Mixed,Ghana,Skilled Worker,Admin,Data Analyst,Medicine & Acute Care,8A,65424,2023-11-14,2023-12-12,18.75,0.5,HCPC,Bank,Suspended,VH981151,2027-11-01,RA164800,2028-03-26,2026-11-18,2023-12-05
EMP0554,Connor,Smith,fgriffin@example.net,2000-11-14,(0118)4960978,"Flat 7
Harper Crescent
New Rosieburgh
DT7 5SB",Male,Eastmoor Teaching Hospitals NHS Trust,Mixed,Japan,British Citizen,Admin,Medical Secretary,Emergency & Urgent Care,4,30789,2021-12-25,2022-01-29,37.5,1.0,HCPC,Permanent,Active,AK224659,2027-09-03,FY653486,2027-03-22,2027-02-02,2022-01-15
EMP0555,Natasha,Shaw,nicholas22@example.com,1973-11-08,(0151) 496 0268,"Studio 31
Elliott Village
Elliotberg
PA4 0GH",Male,Southvale Hospitals NHS Trust,White,Canada,ILR,Nursing,Charge Nurse,Women & Children,7,56597,2020-07-20,2020-08-17,20.0,0.53,GMC,Bank,Inactive,KL988128,2031-06-29,FW419275,2027-08-11,2027-05-30,2020-08-10
EMP0556,Sandra,Butcher,debrarandall@example.com,1964-11-26,+44131 496 0827,"Studio 29
Singh Street
Declanburgh
S2C 1QX",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Nigeria,Skilled Worker,Admin,Data Analyst,Women & Children,8A,57498,2019-10-31,2019-12-12,20.0,0.53,HCPC,Bank,Suspended,YK577767,2030-06-23,AF651134,2028-05-15,2027-07-03,2019-11-21
EMP0557,Charlene,Gibbs,carrdarren@example.com,1977-09-29,01632960259,"634 Skinner Stream
East Reecetown
M8C 8HJ",Male,Northshire University Hospitals NHS Trust,Asian,Japan,Skilled Worker,AHP,Physiotherapist,Medicine & Acute Care,6,52267,2022-05-22,2022-06-26,30.0,0.8,None,Bank,Inactive,IQ741609,2031-02-21,PA876569,2030-11-15,2027-01-20,2022-06-12
EMP0558,Roy,Wilson,geraldinewong@example.com,1984-02-27,+44117 4960123,"676 Hugh Station
South Natalie
M70 5YN",Female,Eastfield Psychological Services NHS Trust,White,United States,Dependent,Admin,Data Analyst,Women & Children,8A,62803,2018-02-21,2018-04-04,20.0,0.53,None,Fixed Term,On Leave,JW653636,2028-01-02,RE904211,2028-01-23,2027-01-15,2018-03-14
EMP0559,Phillip,Burke,walkerbernard@example.net,1962-05-26,028 9018010,"93 Williams Grove
Mitchellside
SY8 4WZ",Female,Meadowbrook Community Health NHS Trust,Mixed,China,ILR,Admin,Data Analyst,Critical Care & Anaesthesia,8A,60392,2022-12-06,2023-01-03,15.0,0.4,NMC,Fixed Term,Active,VC579660,2030-12-29,PA491786,2031-03-29,2027-08-18,2022-12-27
EMP0560,Malcolm,Morley,yfry@example.com,1994-03-21,+44292018133,"161 Carole Ranch
New Kevinville
L35 8PJ",Male,Greenhaven Acute & Specialist Care NHS Trust,White,New Zealand,Dependent,Admin,Administrator,Critical Care & Anaesthesia,3,28508,2025-12-31,2026-01-28,18.75,0.5,GMC,Permanent,Suspended,HQ863054,2031-08-24,OW449619,2027-12-27,2026-12-23,2026-01-21
EMP0561,Kevin,Griffiths,uking@example.net,2001-05-16,020 7946 0299,"Flat 0
West Valleys
Wilsonborough
E4D 6QY",Male,Meadowbrook Community Health NHS Trust,Asian,India,Skilled Worker,Nursing,Healthcare Assistant,Surgery & Cancer,2,25192,2017-12-15,2018-01-12,30.0,0.8,GMC,Permanent,Inactive,SL977419,2031-05-25,VQ480456,2027-10-20,2026-12-11,2018-01-05
EMP0562,Sandra,Barrett,daviesruth@example.com,1990-10-06,+44(0)161 496 0192,"Studio 84J
Jason Crescent
Griffithsborough
SG2 1XL",Female,Riverside Integrated Care NHS Trust,Mixed,United Kingdom,British Citizen,Nursing,Senior Staff Nurse,Surgery & Cancer,6,53162,2021-10-02,2021-11-06,30.0,0.8,GMC,Bank,Suspended,RA682726,2026-11-16,VR843545,2028-06-15,2026-09-26,2021-10-23
EMP0563,Henry,Todd,dylanburrows@example.com,1980-11-09,01632 960728,"147 Parker Rest
Philipland
NN1V 0PN",Female,Eastfield Psychological Services NHS Trust,Mixed,Australia,ILR,Admin,Medical Secretary,Corporate Services,4,32369,2020-02-16,2020-03-22,20.0,0.53,NMC,Fixed Term,Active,MQ077918,2029-01-30,OE905730,2028-03-12,2027-06-16,2020-03-08
EMP0564,Nicholas,Sharpe,benjamingrant@example.org,1963-02-08,+44(0)2074960345,"Flat 9
Pauline Pike
New Laurenland
EH9 9AZ",Male,Eastmoor Teaching Hospitals NHS Trust,Asian,China,ILR,Medical,Registrar,Critical Care & Anaesthesia,SPR,75090,2016-10-29,2016-11-26,15.0,0.4,NMC,Bank,On Leave,PT245973,2027-08-08,DZ905344,2031-02-04,2027-05-15,2016-11-19
EMP0565,Mary,Taylor,max23@example.com,1967-06-13,(0191)4960395,"3 Joe Ports
North Ameliaview
L86 7ZG",Female,Oakridge Community Services NHS Trust,White,United States,British Citizen,Medical,GP,Critical Care & Anaesthesia,GP,92849,2016-11-23,2016-12-28,20.0,0.53,HCPC,Permanent,Inactive,WZ073777,2027-02-18,RX266073,2029-05-03,2026-11-30,2016-12-14
EMP0566,Ruth,Miller,ashleighbarnes@example.com,2007-10-24,(0131) 4960148,"788 Bruce Trail
New Lindseyborough
KA75 3YX",Female,Broadfield Clinical Services NHS Trust,Black,South Africa,Skilled Worker,Admin,Receptionist,Surgery & Cancer,3,27837,2022-05-10,2022-06-07,30.0,0.8,HCPC,Permanent,Active,EO911315,2029-01-02,HV323385,2027-06-15,2027-03-15,2022-05-31
EMP0567,Joanne,Osborne,scott49@example.net,1987-11-18,+44(0)131 496 0335,"Flat 28N
Lewis Mews
Aaronville
LN27 6PS",Female,Lakeside District Hospitals NHS Trust,Mixed,United Kingdom,Skilled Worker,Nursing,Senior Staff Nurse,Critical Care & Anaesthesia,6,44808,2024-06-25,2024-07-23,18.75,0.5,HCPC,Permanent,Active,PM300782,2031-02-07,FZ841139,2029-09-21,2026-12-08,2024-07-16
EMP0568,Carol,White,joneshayley@example.net,1997-10-21,(0115)4960160,"7 Williams Causeway
North Carole
W1F 5YU",Male,Riverside Integrated Care NHS Trust,Mixed,Canada,British Citizen,AHP,Occupational Therapist,Emergency & Urgent Care,6,44114,2020-01-19,2020-02-16,18.75,0.5,GMC,Permanent,On Leave,DV159252,2029-12-03,QR486508,2028-06-13,2027-03-20,2020-02-09
EMP0569,Abdul,Ward,woodlauren@example.net,1960-10-02,+44(0)909 8790091,"Studio 3
Cameron Causeway
South Margaretside
W2K 5XA",Male,Riverbank General Hospitals NHS Trust,White,Australia,British Citizen,Nursing,Healthcare Assistant,Medicine & Acute Care,2,27399,2022-05-04,2022-06-08,18.75,0.5,NMC,Permanent,Active,OE949940,2029-07-04,MG490654,2030-01-02,2026-10-04,2022-05-25
EMP0570,Justin,Morgan,butlershaun@example.com,2002-10-29,+441164960921,"90 Williams Gateway
Zoefort
MK2 2NB",Female,Lakeside District Hospitals NHS Trust,Black,South Africa,Skilled Worker,Admin,Medical Secretary,Critical Care & Anaesthesia,4,35971,2023-06-27,2023-07-25,20.0,0.53,GMC,Bank,Suspended,CD990183,2027-11-19,FN463924,2029-08-17,2027-05-10,2023-07-18
EMP0571,Amanda,Ryan,mrichardson@example.org,1995-01-24,(0141) 4960473,"682 Irene Mountains
Potterside
M4D 6HQ",Female,Eastmoor Teaching Hospitals NHS Trust,Black,Kenya,ILR,Medical,FY1/FY2,Medicine & Acute Care,FY1,38197,2025-03-11,2025-04-15,18.75,0.5,GMC,Permanent,Suspended,JN759974,2027-06-22,QK594687,2028-08-12,2026-11-24,2025-04-01
EMP0572,Paul,Anderson,macdonaldkerry@example.org,1967-03-05,(0115) 496 0670,"514 Allen Loaf
South Ashleyland
N4 4TU",Female,Southvale Hospitals NHS Trust,Asian,India,British Citizen,AHP,Pharmacist,Medicine & Acute Care,5,40675,2019-07-22,2019-08-26,18.75,0.5,GMC,Fixed Term,Inactive,BY679927,2030-04-25,LZ112205,2027-01-11,2027-02-01,2019-08-12
EMP0573,Leigh,Kelly,webbjosh@example.org,1988-10-27,(028) 9018 0657,"342 Nicola Pine
Stanleymouth
TF3R 2BE",Female,Hillcrest Medical Centres NHS Trust,Asian,Thailand,Dependent,Nursing,Charge Nurse,Women & Children,7,53734,2023-05-19,2023-06-23,30.0,0.8,GMC,Bank,Suspended,VC611605,2030-09-01,HM451250,2028-08-24,2026-11-14,2023-06-09
EMP0574,Craig,Sharpe,sylvia82@example.com,1973-01-05,+44(0)808 1570490,"906 Tony Bridge
Summersville
CV3 7BT",Male,Northshire University Hospitals NHS Trust,Mixed,Canada,Skilled Worker,Nursing,Nursery Nurse,Clinical Support Services,2,25086,2020-11-21,2021-01-02,20.0,0.53,HCPC,Fixed Term,Active,QM338403,2030-02-14,HF604717,2027-10-24,2027-06-27,2020-12-12
EMP0575,Francesca,Davis,stephaniesmith@example.org,1985-03-21,(0113) 4960875,"56 Mistry Turnpike
Carolynland
TN24 6HH",Male,Oakridge Community Services NHS Trust,Mixed,Japan,Skilled Worker,Admin,Medical Secretary,Emergency & Urgent Care,4,36017,2017-10-26,2017-11-30,18.75,0.5,NMC,Permanent,Inactive,NN562266,2030-03-04,WZ161632,2029-12-15,2027-01-01,2017-11-16
EMP0576,Jane,Jarvis,greenwoodemily@example.net,1977-12-25,(0121) 496 0080,"86 Sian Ferry
Connorberg
WF4H 2HP",Male,Eastfield Psychological Services NHS Trust,Asian,China,Skilled Worker,AHP,Occupational Therapist,Medicine & Acute Care,6,48412,2026-03-29,2026-04-26,18.75,0.5,HCPC,Fixed Term,On Leave,OH310411,2031-08-01,EY087463,2030-12-20,2027-06-29,2026-04-19
EMP0577,Nicole,Porter,woodfrank@example.net,1962-10-22,(0141)4960733,"Studio 8
Ward Valleys
Dylanport
SE31 5QZ",Female,Northshire University Hospitals NHS Trust,Black,Kenya,Dependent,AHP,Physiotherapist,Emergency & Urgent Care,6,51079,2019-12-06,2020-01-10,18.75,0.5,NMC,Fixed Term,Active,WA153546,2031-01-05,LV371164,2028-03-24,2027-03-31,2019-12-27
EMP0578,Michael,Francis,mccarthymaureen@example.com,1965-05-11,(0115)4960462,"Flat 4
Hussain Turnpike
North Sharon
G2U 1ZT",Male,Westborough Acute Care NHS Trust,Asian,India,British Citizen,Medical,GP,Corporate Services,GP,107240,2025-08-22,2025-10-03,30.0,0.8,NMC,Fixed Term,Active,PR849772,2029-06-14,EV902672,2027-05-04,2027-02-20,2025-09-12
EMP0579,Alex,Rose,denniscollier@example.org,2007-03-27,+44909 879 0556,"0 Wilkinson Isle
Port Lindsey
GL0X 2ZA",Female,Northwood Mental Health NHS Trust,White,United Kingdom,Skilled Worker,Medical,FY1/FY2,Medicine & Acute Care,FY1,40207,2017-02-25,2017-03-25,30.0,0.8,NMC,Bank,On Leave,PO320803,2029-02-11,EG679562,2030-03-05,2027-04-15,2017-03-18
EMP0580,Alex,Whitehead,caroline66@example.net,2000-07-22,01514960911,"Flat 5
Stone Brook
New Conor
CA62 4GW",Female,Eastmoor Teaching Hospitals NHS Trust,Asian,Japan,Dependent,AHP,Radiographer,Critical Care & Anaesthesia,6,46263,2018-10-19,2018-11-16,18.75,0.5,None,Permanent,Active,WE168583,2028-03-01,VM212195,2027-03-11,2026-10-15,2018-11-09
EMP0581,Kerry,Ali,naustin@example.org,1963-02-26,+441134960755,"43 Harvey Glen
Denisside
WV7 1LA",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Nigeria,Skilled Worker,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,54399,2022-07-19,2022-08-16,20.0,0.53,GMC,Fixed Term,Active,OS350085,2026-10-25,ZO313564,2030-06-12,2027-07-01,2022-08-09
EMP0582,Abdul,Ross,ryannicholson@example.net,1994-03-02,+44(0)1214960239,"16 Darren Street
Davidsonfurt
SA4R 9QG",Male,Riverside Integrated Care NHS Trust,Mixed,Canada,Skilled Worker,Medical,Registrar,Emergency & Urgent Care,SPR,83818,2019-09-10,2019-10-08,15.0,0.4,GMC,Bank,Suspended,LE862542,2027-08-11,CC392878,2030-11-23,2027-03-22,2019-10-01
EMP0583,Alice,Kelly,bondjasmine@example.com,2000-04-24,(0151)4960994,"Flat 04g
Leonard Highway
Matthewland
HS7 6PU",Female,Eastfield Psychological Services NHS Trust,Black,Jamaica,ILR,AHP,Radiographer,Emergency & Urgent Care,6,47115,2023-09-16,2023-10-14,30.0,0.8,None,Fixed Term,On Leave,QO434067,2028-10-20,JX104006,2030-08-17,2027-08-06,2023-10-07
EMP0584,Deborah,Bell,jonesmaureen@example.com,1969-02-10,02074960538,"099 Burns Trail
New Alexandrashire
G76 3DB",Female,Greenhaven Acute & Specialist Care NHS Trust,White,Canada,ILR,AHP,Physiologist,Surgery & Cancer,6,50677,2022-10-09,2022-11-20,18.75,0.5,NMC,Bank,Inactive,VD055994,2028-04-29,NW272243,2027-09-16,2027-06-12,2022-10-30
EMP0585,Louis,Evans,nashfrances@example.org,1964-11-01,(0118) 496 0916,"Flat 47
Taylor Lodge
Armstrongmouth
S69 3HQ",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Nigeria,British Citizen,Medical,SHO,Corporate Services,SHO,54398,2021-11-29,2022-01-10,37.5,1.0,None,Fixed Term,Active,JB327255,2030-03-11,ZK978676,2028-12-10,2027-07-20,2021-12-20
EMP0586,Ben,Cook,ifreeman@example.com,1969-09-21,01314960112,"Studio 57A
Clive Summit
Arthurton
AB20 1YQ",Male,Riverbank General Hospitals NHS Trust,White,Australia,British Citizen,Nursing,Senior Staff Nurse,Emergency & Urgent Care,6,48495,2025-03-30,2025-05-11,15.0,0.4,GMC,Fixed Term,Inactive,RR241104,2028-06-06,HW602088,2027-05-27,2026-12-17,2025-04-20
EMP0587,Karen,Clarke,oconnorkate@example.com,1995-08-27,+44(0)909 8790218,"610 Victoria Ranch
West Garytown
N3B 4DF",Male,Valleyview Mental Wellness NHS Trust,Black,Nigeria,ILR,Nursing,Nursery Nurse,Women & Children,2,27368,2018-07-31,2018-09-11,15.0,0.4,GMC,Fixed Term,Suspended,GS268528,2030-05-20,CA559484,2029-08-18,2027-01-25,2018-08-21
EMP0588,Kayleigh,Sharpe,kanderson@example.net,1995-05-05,+44161 496 0432,"Flat 3
Kent Skyway
Lake Damianland
BN25 9QW",Male,Bluewater Community & Rehabilitation NHS Trust,White,United Kingdom,British Citizen,Admin,Receptionist,Surgery & Cancer,3,30041,2017-02-11,2017-03-25,15.0,0.4,HCPC,Bank,On Leave,MO835447,2029-02-02,OX440201,2027-02-21,2027-06-22,2017-03-04
EMP0589,Janice,Sanders,ilewis@example.org,2001-08-02,+44(0)306 999 0595,"4 Jade Manors
Andreatown
OL3W 3NY",Female,Greenhaven Acute & Specialist Care NHS Trust,Asian,Japan,British Citizen,AHP,Physiologist,Women & Children,6,49853,2020-05-11,2020-06-22,20.0,0.53,GMC,Permanent,Inactive,SU004349,2031-02-24,TT409797,2028-08-22,2026-12-03,2020-06-01
EMP0590,Mitchell,Coles,katierobson@example.org,1968-11-19,+44(0)141 4960198,"Flat 8
Conor Falls
Billyville
DH4H 0WN",Female,Westmere Community Health NHS Trust,Black,Ghana,Dependent,Admin,Data Analyst,Emergency & Urgent Care,8A,59900,2022-06-21,2022-08-02,15.0,0.4,NMC,Bank,On Leave,GM273841,2029-08-12,SH396366,2028-12-03,2026-12-23,2022-07-12
EMP0591,Nicole,Sanderson,davislauren@example.net,1964-05-04,09098790437,"5 Christian Island
Howardville
CB84 8FD",Male,Westborough Acute Care NHS Trust,White,Canada,British Citizen,Medical,FY1/FY2,Critical Care & Anaesthesia,FY1,36836,2020-10-05,2020-11-02,20.0,0.53,GMC,Permanent,On Leave,BR815564,2027-10-20,ZK622859,2030-05-30,2027-05-31,2020-10-26
EMP0592,Kyle,Nelson,smithsally@example.org,1997-07-29,+44(0)1914960101,"7 Damian Plaza
North Staceyfort
E10 5TT",Male,Horizon Integrated Health Partnership NHS Trust,Asian,China,ILR,AHP,Radiographer,Surgery & Cancer,6,52067,2019-08-12,2019-09-16,37.5,1.0,GMC,Fixed Term,On Leave,LJ899446,2028-10-11,CE626485,2030-09-29,2026-12-22,2019-09-02
EMP0593,Brenda,Hayes,adammason@example.org,1991-09-14,+441914960192,"79 Oliver Route
South Abigailchester
NR55 6DH",Male,Bluewater Community & Rehabilitation NHS Trust,Mixed,Ghana,ILR,Admin,Administrator,Emergency & Urgent Care,3,27858,2021-04-17,2021-05-15,18.75,0.5,None,Permanent,Suspended,DT437602,2030-11-23,SF679228,2027-02-23,2027-02-05,2021-05-08
EMP0594,Clive,Taylor,rosskimberley@example.com,1980-02-09,+44(0)20 7496 0828,"Studio 24R
Wood Run
Austinside
HG5 1WS",Male,Horizon Integrated Health Partnership NHS Trust,Mixed,Canada,Skilled Worker,AHP,Radiographer,Women & Children,6,53020,2018-07-16,2018-08-27,15.0,0.4,HCPC,Bank,On Leave,IB558045,2031-07-28,ML670273,2031-05-24,2027-08-08,2018-08-06
EMP0595,Marie,Thomas,carpenteramelia@example.net,1992-05-21,(0161) 4960504,"0 Hughes Brook
South Sean
SO15 2BE",Male,Valleyview Mental Wellness NHS Trust,Black,Barbados,ILR,AHP,Radiographer,Clinical Support Services,6,49362,2023-02-01,2023-03-08,30.0,0.8,NMC,Fixed Term,On Leave,ZG169704,2030-03-07,DY457821,2030-09-28,2026-11-27,2023-02-22
EMP0596,Allan,Long,jholt@example.org,1992-06-29,+44114 496 0061,"22 Day Estate
Helenport
SG98 8JD",Male,Horizon Integrated Health Partnership NHS Trust,Mixed,Australia,Dependent,Medical,FY1/FY2,Corporate Services,FY1,40346,2017-11-04,2017-12-09,30.0,0.8,None,Permanent,Suspended,WM977307,2028-07-05,DH261726,2030-10-15,2027-03-21,2017-11-25
EMP0597,Christopher,Bentley,richardsonglen@example.net,1998-11-29,+4429 2018 0074,"Flat 43
Kerr Springs
New Amelia
WN8 1FA",Male,Lakeside District Hospitals NHS Trust,Black,Barbados,Dependent,Medical,Consultant,Corporate Services,CONS,135770,2016-09-18,2016-10-16,37.5,1.0,NMC,Fixed Term,On Leave,WG399137,2030-10-24,QA485588,2028-06-28,2027-09-09,2016-10-09
EMP0598,Malcolm,Hyde,armstrongmark@example.com,2008-04-16,(028) 9018 0067,"Studio 6
Holden Views
Port Terry
W1C 6US",Female,Greenhaven Acute & Specialist Care NHS Trust,White,United States,Skilled Worker,Admin,Medical Secretary,Medicine & Acute Care,4,31768,2020-02-22,2020-03-28,37.5,1.0,None,Bank,Active,BN692817,2030-08-23,XK733750,2028-03-21,2026-12-20,2020-03-14
EMP0599,Charlie,Hunt,stewartgillian@example.com,1969-07-03,+44(0)292018736,"Studio 13n
Morris Terrace
Curtismouth
HR2A 9JA",Female,Greenhaven Acute & Specialist Care NHS Trust,Black,Barbados,British Citizen,AHP,Physiologist,Clinical Support Services,6,45371,2019-10-28,2019-12-02,30.0,0.8,GMC,Fixed Term,Active,EO697634,2028-01-01,YN398815,2027-02-24,2027-05-17,2019-11-18
EMP0600,Joel,Graham,charlene63@example.net,1984-07-18,+44306 9990909,"1 Paula Fords
South Trevor
N1D 4XE",Female,Westmere Community Health NHS Trust,White,United States,British Citizen,Medical,Consultant,Corporate Services,CONS,114014,2026-06-03,2026-07-01,18.75,0.5,HCPC,Fixed Term,On Leave,UH740075,2030-11-19,AZ310299,2028-10-26,2026-10-25,2026-06-24
EMP0601,Rosemary,Reeves,websterlouise@example.com,1984-04-15,0115 4960467,"Studio 7
Duffy Hollow
Andersonport
OX2W 1WN",Male,Bluewater Community & Rehabilitation NHS Trust,Black,Kenya,Skilled Worker,Medical,Registrar,Medicine & Acute Care,SPR,69704,2017-09-08,2017-10-06,37.5,1.0,NMC,Bank,Suspended,RB974723,2031-05-16,AZ233526,2029-12-20,2027-02-12,2017-09-29
EMP0602,Lesley,Baldwin,hhewitt@example.net,1998-03-31,0115 4960188,"978 Danielle Circle
West Samantha
CV8Y 2NB",Male,Northshire University Hospitals NHS Trust,Black,Kenya,Dependent,Admin,Medical Secretary,Medicine & Acute Care,4,35040,2021-04-11,2021-05-09,37.5,1.0,None,Permanent,Active,RF710756,2027-09-23,ZQ921427,2028-09-02,2026-10-02,2021-05-02
EMP0603,Frank,Winter,jeffreyrobinson@example.org,1978-01-09,(0909)8790246,"Studio 6
Fletcher Cliff
East Jasonton
L0C 8QG",Male,Broadfield Clinical Services NHS Trust,White,Canada,Dependent,AHP,Speech Therapist,Surgery & Cancer,6,50036,2026-09-06,2026-10-04,30.0,0.8,HCPC,Bank,Suspended,XJ447013,2027-03-09,EA867202,2029-11-14,2026-12-29,2026-09-27
EMP0604,Lisa,Brown,adavies@example.org,1986-01-13,(0121) 4960227,"Flat 95
Julia Lodge
South Ritaport
IP36 1ZF",Female,Meadowbrook Community Health NHS Trust,Asian,Japan,British Citizen,Medical,Consultant,Medicine & Acute Care,CONS,123930,2016-10-01,2016-11-05,30.0,0.8,HCPC,Bank,Suspended,EQ952647,2030-07-05,OQ844678,2027-05-15,2027-04-03,2016-10-22
EMP0605,Pamela,Young,damienmarsh@example.com,1981-09-10,+441632 960 256,"Studio 2
Barry Port
New Glenmouth
M7A 5QS",Male,Broadfield Clinical Services NHS Trust,Asian,Thailand,Dependent,AHP,Occupational Therapist,Medicine & Acute Care,6,53117,2024-06-05,2024-07-17,37.5,1.0,None,Bank,Suspended,TR276487,2031-02-06,BE149684,2027-09-12,2027-06-05,2024-06-26
EMP0606,Jill,Brooks,joyceingram@example.org,1986-01-22,+44(0)3069990791,"554 Macdonald Meadows
Billymouth
B5 3HJ",Female,Lakeside District Hospitals NHS Trust,White,New Zealand,Skilled Worker,Medical,Consultant,Corporate Services,CONS,131894,2025-02-11,2025-03-11,20.0,0.53,NMC,Fixed Term,Active,HH079092,2031-04-12,WZ905643,2030-12-11,2027-03-31,2025-03-04
EMP0607,Vanessa,Patel,mohamed97@example.net,1975-11-19,0306 999 0861,"942 Fisher Lights
New Oliviaville
S49 0US",Female,Southgate Community & Mental Health NHS Trust,Mixed,China,Skilled Worker,Nursing,Ward Manager,Women & Children,8A,60932,2017-10-22,2017-11-26,15.0,0.4,HCPC,Fixed Term,Suspended,QD808886,2028-06-20,JY326579,2029-11-01,2026-10-24,2017-11-12
EMP0608,Hollie,Murray,johnsonmax@example.org,1991-04-07,+44(0)131 4960345,"0 Hazel Brook
Jacksonshire
DT0M 9ND",Male,Westborough Acute Care NHS Trust,Black,Kenya,British Citizen,AHP,Speech Therapist,Emergency & Urgent Care,6,46019,2022-07-29,2022-08-26,18.75,0.5,GMC,Bank,Inactive,XJ098329,2031-05-31,US902703,2030-03-09,2026-11-27,2022-08-19
EMP0609,Adrian,Johnson,greenwoodrussell@example.com,1991-01-29,+441214960003,"Studio 52U
Abbie Islands
Port Beverleyton
E5C 8XG",Male,Hillcrest Medical Centres NHS Trust,Black,Nigeria,Dependent,Medical,Registrar,Critical Care & Anaesthesia,SPR,77007,2016-12-06,2017-01-03,37.5,1.0,GMC,Fixed Term,On Leave,VB800980,2027-09-28,SF017802,2029-05-21,2027-06-01,2016-12-27
EMP0610,Zoe,Jones,geoffrey78@example.org,1978-04-28,0141 4960464,"82 Stephenson Vista
Hughesland
TQ3X 1YH",Female,Westmere Community Health NHS Trust,Mixed,South Africa,Dependent,Medical,Consultant,Women & Children,CONS,98529,2018-11-02,2018-12-14,20.0,0.53,None,Permanent,On Leave,YG172161,2027-05-26,FI274437,2027-05-15,2027-07-18,2018-11-23
EMP0611,Yvonne,Steele,gwatts@example.net,1979-03-26,+44(0)1632960663,"159 Craig Overpass
Banksview
EH1 5NR",Male,Lakeside District Hospitals NHS Trust,White,New Zealand,Dependent,Nursing,Staff Nurse,Clinical Support Services,5,38209,2023-12-19,2024-01-23,37.5,1.0,GMC,Fixed Term,Inactive,DU192663,2029-11-10,YW469433,2030-11-06,2026-11-13,2024-01-09
EMP0612,Sarah,Harris,amandamason@example.net,1987-04-09,(029)2018288,"33 Nicholson Trail
Gregoryburgh
N00 0SN",Male,Westborough Acute Care NHS Trust,Mixed,United Kingdom,Skilled Worker,AHP,Occupational Therapist,Corporate Services,6,50074,2018-08-17,2018-09-21,20.0,0.53,GMC,Fixed Term,Suspended,TZ062387,2031-09-04,AP183391,2026-10-30,2027-09-07,2018-09-07
