booking reference,shift_date,start,end,trust,staff group,ward,division,request grade,booked grade,payband,day rate,night rate,staff_id,requester,request_reason,booked date
BR-00003958-20260913_210743,2026-05-02,01:30:00,02:30:00,Oakridge Community Services NHS Trust,Nursing,IT Support,Corporate Services,Charge Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0309-20260913_210743,Mr Gregory Mitchell,Annual Leave Cover,2024-10-11
BR-00003959-20260913_210743,2027-08-29,08:45:00,15:45:00,Meadowbrook Community Health NHS Trust,Nursing,Finance,Corporate Services,Nursery Nurse,Staff Nurse,5,18.97,23.08,EMP0900-20260913_210743,Miss Ann Marshall,Specialist Skills Required,2026-08-26
BR-00003960-20260913_210743,2026-01-22,20:15:00,01:15:00,Eastfield Psychological Services NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Physiologist,Radiographer,6,22.56,28.21,EMP1136-20260913_210743,Elliot Simpson,Night Shift Cover,2024-11-20
BR-00003961-20260913_210743,2027-06-18,06:00:00,07:00:00,Southvale Hospitals NHS Trust,Admin,Dermatology,Medicine & Acute Care,Data Analyst,Receptionist,3,13.33,16.41,EMP0839-20260913_210743,Hugh Potter-Preston,New Service Requirement,2025-07-24
BR-00003962-20260913_210743,2026-07-20,09:15:00,20:15:00,Northshire University Hospitals NHS Trust,Nursing,Urgent Care,Emergency & Urgent Care,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0830-20260913_210743,Kimberley Smith,Training Cover,2025-08-01
BR-00003963-20260913_210743,2026-11-01,12:45:00,00:45:00,Eastmoor Teaching Hospitals NHS Trust,AHP,Postnatal Care,Women & Children,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0535-20260913_210743,Dr Philip Hope,Staff Redeployment,2025-09-05
BR-00003964-20260913_210743,2026-10-14,12:45:00,22:45:00,Southgate Community & Mental Health NHS Trust,Nursing,General Surgery,Surgery & Cancer,Charge Nurse,Healthcare Assistant,2,12.31,14.36,EMP1012-20260913_210743,Mr Steven Smith,Staff Redeployment,2024-09-29
BR-00003965-20260913_210743,2026-11-01,11:45:00,22:45:00,Southgate Community & Mental Health NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Administrator,3,13.33,16.41,EMP1053-20260913_210743,Frances Carter,Planned Leave Cover,2025-08-12
BR-00003966-20260913_210743,2027-04-09,16:15:00,01:15:00,Northwood Mental Health NHS Trust,Medical,Acute Medicine,Medicine & Acute Care,SHO,Registrar,SPR,33.33,43.59,EMP0920-20260913_210743,Elizabeth Brown,High Acuity Patients,2025-09-27
BR-00003967-20260913_210743,2025-12-20,11:45:00,14:45:00,Northwood Mental Health NHS Trust,Medical,Breast Surgery,Surgery & Cancer,Consultant,FY1/FY2,FY1,18.46,21.54,EMP0702-20260913_210743,Donna Barnett,Maternity Leave Cover,2026-07-24
BR-00003968-20260913_210743,2027-06-27,13:15:00,18:15:00,Bluewater Community & Rehabilitation NHS Trust,Admin,IT Support,Corporate Services,Medical Secretary,Receptionist,3,13.33,16.41,EMP0542-20260913_210743,Antony Nelson,Weekend Cover,2024-12-28
BR-00003969-20260913_210743,2027-02-06,04:00:00,12:00:00,Westmere Community Health NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Senior Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP1105-20260913_210743,Sean Greenwood,Maternity Leave Cover,2025-01-17
BR-00003970-20260913_210743,2026-12-30,12:30:00,13:30:00,Riverbank General Hospitals NHS Trust,Admin,Anaesthesia,Critical Care & Anaesthesia,Receptionist,Receptionist,3,13.33,16.41,EMP0399-20260913_210743,Ms Tracey Scott,Staff Shortage,2024-12-07
BR-00003971-20260913_210743,2026-08-03,18:30:00,01:30:00,Lakeside District Hospitals NHS Trust,AHP,IT Support,Corporate Services,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0155-20260913_210743,Adam Clarke,Staff Redeployment,2025-09-06
BR-00003972-20260913_210743,2026-04-16,20:45:00,22:45:00,Southgate Community & Mental Health NHS Trust,Nursing,Finance,Corporate Services,Ward Manager,Staff Nurse,5,18.97,23.08,EMP0979-20260913_210743,Dorothy Stevenson,Weekend Cover,2025-04-26
BR-00003973-20260913_210743,2027-06-01,19:00:00,01:00:00,Valleyview Mental Wellness NHS Trust,AHP,Colorectal Surgery,Surgery & Cancer,Speech Therapist,Radiographer,6,22.56,28.21,EMP1114-20260913_210743,Dennis Carter,Annual Leave Cover,2025-07-11
BR-00003974-20260913_210743,2026-07-12,19:30:00,06:30:00,Horizon Integrated Health Partnership NHS Trust,Admin,Dermatology,Medicine & Acute Care,Data Analyst,Administrator,3,13.33,16.41,EMP1188-20260913_210743,Dr Harriet Lyons,Study Leave Cover,2025-10-13
BR-00003975-20260913_210743,2025-11-21,12:15:00,00:15:00,Riverbank General Hospitals NHS Trust,Admin,Paediatrics,Women & Children,Medical Secretary,Administrator,3,13.33,16.41,EMP1188-20260913_210743,Mrs Ellie Price,Emergency Cover,2025-11-11
BR-00003976-20260913_210743,2026-03-03,14:30:00,16:30:00,Midlands Central Hospitals NHS Trust,Medical,Gynaecology,Women & Children,GP,Consultant,CONS,48.72,71.79,EMP0409-20260913_210743,Leon Pritchard,Training Cover,2025-07-01
BR-00003977-20260913_210743,2026-01-21,01:00:00,12:00:00,Riverbank General Hospitals NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP1055-20260913_210743,Mr Iain Elliott,Sickness Cover,2026-03-20
BR-00003978-20260913_210743,2027-03-09,02:15:00,09:15:00,Broadfield Clinical Services NHS Trust,Medical,Physiotherapy,Clinical Support Services,SHO,Registrar,SPR,33.33,43.59,EMP0906-20260913_210743,Jemma Ross,Annual Leave Cover,2026-08-23
BR-00003979-20260913_210743,2026-03-13,04:00:00,11:00:00,Meadowbrook Community Health NHS Trust,Nursing,Pathology,Clinical Support Services,Charge Nurse,Charge Nurse,7,26.67,33.33,EMP0640-20260913_210743,Samuel Thompson,Additional Patient Safety Cover,2025-07-21
BR-00003980-20260913_210743,2027-02-01,09:15:00,18:15:00,Bluewater Community & Rehabilitation NHS Trust,Medical,Pharmacy,Clinical Support Services,Consultant,SHO,SHO,23.08,30.77,EMP0910-20260913_210743,Dean Barnes,New Service Requirement,2024-12-15
BR-00003981-20260913_210743,2025-10-03,10:00:00,18:00:00,Eastfield Psychological Services NHS Trust,Admin,Paediatrics,Women & Children,Medical Secretary,Data Analyst,8A,28.21,35.9,EMP0021-20260913_210743,Michael Mitchell,Staff Redeployment,2026-08-17
BR-00003982-20260913_210743,2026-09-06,15:15:00,21:15:00,Riverside Integrated Care NHS Trust,AHP,Infectious Diseases,Medicine & Acute Care,Physiotherapist,Physiotherapist,6,22.56,28.21,EMP1129-20260913_210743,Chelsea Fisher,Planned Leave Cover,2025-05-24
BR-00003983-20260913_210743,2027-03-28,09:30:00,21:30:00,Greenhaven Acute & Specialist Care NHS Trust,Nursing,Postnatal Care,Women & Children,Healthcare Assistant,Charge Nurse,7,26.67,33.33,EMP0870-20260913_210743,Francis Chadwick-Roberts,Weekend Cover,2025-03-05
BR-00003984-20260913_210743,2027-02-10,03:00:00,07:00:00,Midlands Central Hospitals NHS Trust,AHP,Breast Surgery,Surgery & Cancer,Occupational Therapist,Physiotherapist,6,22.56,28.21,EMP0581-20260913_210743,Kelly Jenkins,Additional Patient Safety Cover,2026-03-23
BR-00003985-20260913_210743,2025-10-06,19:30:00,07:30:00,Meadowbrook Community Health NHS Trust,Medical,Acute Medicine,Medicine & Acute Care,Registrar,SHO,SHO,23.08,30.77,EMP0068-20260913_210743,Damian Kemp,Sickness Cover,2024-11-07
BR-00003986-20260913_210743,2025-12-29,16:00:00,20:00:00,Eastfield Psychological Services NHS Trust,Nursing,Physiotherapy,Clinical Support Services,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0438-20260913_210743,Grace Hart,Emergency Cover,2026-06-23
BR-00003987-20260913_210743,2026-02-04,06:30:00,15:30:00,Eastmoor Teaching Hospitals NHS Trust,Medical,Ambulance Services,Emergency & Urgent Care,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0489-20260913_210743,Graham Austin,Ward Capacity Increase,2025-03-30
BR-00003988-20260913_210743,2026-04-27,19:15:00,07:15:00,Westborough Acute Care NHS Trust,AHP,Finance,Corporate Services,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0356-20260913_210743,Ms Elizabeth Jennings,Annual Leave Cover,2025-12-16
BR-00003989-20260913_210743,2027-09-11,09:30:00,20:30:00,Westborough Acute Care NHS Trust,AHP,Obstetrics,Women & Children,Speech Therapist,Physiologist,6,22.56,28.21,EMP0442-20260913_210743,Ms Rita Lewis,Bank Holiday Cover,2026-01-07
BR-00003990-20260913_210743,2026-05-20,15:15:00,16:15:00,Meadowbrook Community Health NHS Trust,AHP,General Surgery,Medicine & Acute Care,Physiologist,Physiologist,6,22.56,28.21,EMP1138-20260913_210743,Mandy Fox,Maternity Leave Cover,2026-02-26
BR-00003991-20260913_210743,2026-04-15,04:45:00,12:45:00,Northshire University Hospitals NHS Trust,Medical,Pharmacy,Clinical Support Services,Consultant,SHO,SHO,23.08,30.77,EMP0785-20260913_210743,Ashley Watkins,Additional Patient Safety Cover,2025-03-15
BR-00003992-20260913_210743,2027-06-15,02:30:00,14:30:00,Southgate Community & Mental Health NHS Trust,Admin,General Surgery,Medicine & Acute Care,Medical Secretary,Receptionist,3,13.33,16.41,EMP0802-20260913_210743,Jacob Rice,Operational Requirement,2024-12-09
BR-00003993-20260913_210743,2027-05-28,11:00:00,21:00:00,Northwood Mental Health NHS Trust,AHP,Postnatal Care,Women & Children,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0048-20260913_210743,Christine Pearce,Training Cover,2026-07-03
BR-00003994-20260913_210743,2027-03-27,11:15:00,23:15:00,Southgate Community & Mental Health NHS Trust,Medical,Human Resources,Corporate Services,FY1/FY2,GP,GP,46.15,61.54,EMP1188-20260913_210743,Janice Khan,Study Leave Cover,2025-03-05
BR-00003995-20260913_210743,2027-01-26,05:00:00,14:00:00,Meadowbrook Community Health NHS Trust,Medical,Rheumatology,Medicine & Acute Care,SHO,Registrar,SPR,33.33,43.59,EMP0685-20260913_210743,Howard Murray,Increased Patient Demand,2025-02-25
BR-00003996-20260913_210743,2027-01-02,20:30:00,08:30:00,Meadowbrook Community Health NHS Trust,AHP,Pain Management,Critical Care & Anaesthesia,Radiographer,Physiologist,6,22.56,28.21,EMP0649-20260913_210743,Lynne Kirby,Specialist Skills Required,2025-12-12
BR-00003997-20260913_210743,2026-06-10,17:00:00,03:00:00,Westborough Acute Care NHS Trust,AHP,Minor Injuries Unit,Emergency & Urgent Care,Physiologist,Pharmacist,5,18.97,23.08,EMP1071-20260913_210743,Joel Wood-Thompson,High Acuity Patients,2024-10-20
BR-00003998-20260913_210743,2026-04-21,21:15:00,05:15:00,Southvale Hospitals NHS Trust,Nursing,Pharmacy,Clinical Support Services,Charge Nurse,Staff Nurse,5,18.97,23.08,EMP0210-20260913_210743,Bethany Cox-Williams,Ward Capacity Increase,2026-02-26
BR-00003999-20260913_210743,2027-08-01,23:45:00,02:45:00,Northshire University Hospitals NHS Trust,Nursing,Human Resources,Corporate Services,Senior Staff Nurse,Charge Nurse,7,26.67,33.33,EMP0270-20260913_210743,Joe Wilson,Training Cover,2025-07-02
BR-00004000-20260913_210743,2026-03-04,12:00:00,16:00:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Gynaecology,Women & Children,Data Analyst,Data Analyst,8A,28.21,35.9,EMP0606-20260913_210743,Dr Gary Davies,Training Cover,2024-09-23
BR-00004001-20260913_210743,2026-02-09,20:15:00,03:15:00,Westmere Community Health NHS Trust,Medical,Neurosurgery,Surgery & Cancer,Registrar,GP,GP,46.15,61.54,EMP0074-20260913_210743,Anthony Begum,Training Cover,2026-07-31
BR-00004002-20260913_210743,2026-07-06,21:00:00,04:00:00,Northshire University Hospitals NHS Trust,Admin,Obstetrics,Women & Children,Administrator,Data Analyst,8A,28.21,35.9,EMP0291-20260913_210743,Billy Moore,Night Shift Cover,2024-12-14
BR-00004003-20260913_210743,2027-08-24,16:45:00,17:45:00,Valleyview Mental Wellness NHS Trust,Nursing,Anaesthesia,Critical Care & Anaesthesia,Ward Manager,Healthcare Assistant,2,12.31,14.36,EMP0639-20260913_210743,Dr Billy Hughes,Staff Shortage,2025-10-30
BR-00004004-20260913_210743,2026-04-15,06:45:00,12:45:00,Broadfield Clinical Services NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Radiographer,Radiographer,6,22.56,28.21,EMP0052-20260913_210743,Ronald Owen-Edwards,Training Cover,2024-09-27
BR-00004005-20260913_210743,2026-08-17,03:00:00,15:00:00,Oakridge Community Services NHS Trust,Admin,Paediatrics,Women & Children,Data Analyst,Receptionist,3,13.33,16.41,EMP0329-20260913_210743,Mr Gregory Lambert,Specialist Skills Required,2025-10-03
BR-00004006-20260913_210743,2025-10-22,04:30:00,12:30:00,Midlands Central Hospitals NHS Trust,Nursing,Gynaecology,Women & Children,Ward Manager,Ward Manager,8A,28.21,35.9,EMP0633-20260913_210743,Cameron Richards,Operational Requirement,2026-07-29
BR-00004007-20260913_210743,2027-08-26,02:15:00,10:15:00,Westborough Acute Care NHS Trust,Medical,Endocrinology,Medicine & Acute Care,GP,SHO,SHO,23.08,30.77,EMP0900-20260913_210743,Mandy Hussain,Annual Leave Cover,2025-05-11
BR-00004008-20260913_210743,2027-04-17,16:00:00,21:00:00,Westmere Community Health NHS Trust,Admin,Intensive Care Unit,Critical Care & Anaesthesia,Data Analyst,Administrator,3,13.33,16.41,EMP0114-20260913_210743,Tina Curtis,Annual Leave Cover,2026-07-24
BR-00004009-20260913_210743,2026-05-21,13:00:00,20:00:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Cardiology,Medicine & Acute Care,Data Analyst,Medical Secretary,4,15.38,19.49,EMP1167-20260913_210743,Rosemary Whitehead,Training Cover,2025-12-05
BR-00004010-20260913_210743,2027-06-28,17:00:00,04:00:00,Lakeside District Hospitals NHS Trust,Admin,Occupational Therapy,Clinical Support Services,Data Analyst,Receptionist,3,13.33,16.41,EMP0995-20260913_210743,Roger Hale,Planned Leave Cover,2026-08-01
BR-00004011-20260913_210743,2025-12-01,03:00:00,11:00:00,Riverside Integrated Care NHS Trust,Admin,Paediatrics,Women & Children,Receptionist,Medical Secretary,4,15.38,19.49,EMP0336-20260913_210743,Rachel Dale,Study Leave Cover,2025-09-01
BR-00004012-20260913_210743,2026-09-15,21:15:00,08:15:00,Meadowbrook Community Health NHS Trust,Admin,IT Support,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0483-20260913_210743,Cameron Hughes-Lyons,Staff Redeployment,2026-08-04
BR-00004013-20260913_210743,2026-05-01,14:45:00,18:45:00,Oakridge Community Services NHS Trust,AHP,Pathology,Clinical Support Services,Pharmacist,Pharmacist,5,18.97,23.08,EMP0143-20260913_210743,Reece King,Specialist Skills Required,2025-12-15
BR-00004014-20260913_210743,2026-04-23,07:00:00,10:00:00,Southgate Community & Mental Health NHS Trust,Medical,Pharmacy,Clinical Support Services,SHO,GP,GP,46.15,61.54,EMP0653-20260913_210743,Carl Rogers,Increased Patient Demand,2026-08-16
BR-00004015-20260913_210743,2027-07-14,07:00:00,16:00:00,Riverside Integrated Care NHS Trust,Nursing,Dermatology,Medicine & Acute Care,Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0780-20260913_210743,Samuel Bradshaw-Connolly,Sickness Cover,2025-10-05
BR-00004016-20260913_210743,2026-01-08,22:45:00,23:45:00,Riverbank General Hospitals NHS Trust,Nursing,Ambulance Services,Emergency & Urgent Care,Senior Staff Nurse,Staff Nurse,5,18.97,23.08,EMP0441-20260913_210743,Mrs Rosemary Hunt,Specialist Skills Required,2025-09-10
BR-00004017-20260913_210743,2026-05-06,22:30:00,07:30:00,Westmere Community Health NHS Trust,Nursing,Human Resources,Corporate Services,Nursery Nurse,Healthcare Assistant,2,12.31,14.36,EMP0451-20260913_210743,Iain Little,High Acuity Patients,2026-05-06
BR-00004018-20260913_210743,2026-10-26,18:00:00,20:00:00,Riverside Integrated Care NHS Trust,Admin,Human Resources,Corporate Services,Receptionist,Administrator,3,13.33,16.41,EMP0443-20260913_210743,Lucy Burrows-Smith,Operational Requirement,2026-08-02
BR-00004019-20260913_210743,2027-06-09,18:15:00,06:15:00,Valleyview Mental Wellness NHS Trust,Nursing,Facilities Management,Corporate Services,Staff Nurse,Senior Staff Nurse,6,22.56,28.21,EMP0973-20260913_210743,Kerry Mitchell,Annual Leave Cover,2025-03-17
BR-00004020-20260913_210743,2026-03-31,05:30:00,17:30:00,Meadowbrook Community Health NHS Trust,Admin,Finance,Corporate Services,Data Analyst,Administrator,3,13.33,16.41,EMP0598-20260913_210743,Mr Jake Parkinson,Emergency Cover,2025-04-09
BR-00004021-20260913_210743,2026-09-29,11:00:00,21:00:00,Riverside Integrated Care NHS Trust,Medical,Orthopaedics,Surgery & Cancer,FY1/FY2,GP,GP,46.15,61.54,EMP0545-20260913_210743,Denis Cross,Operational Requirement,2025-04-21
BR-00004022-20260913_210743,2027-06-16,07:00:00,09:00:00,Lakeside District Hospitals NHS Trust,Admin,Communications,Corporate Services,Administrator,Receptionist,3,13.33,16.41,EMP0862-20260913_210743,Louise Roberts,Sickness Cover,2024-10-28
BR-00004023-20260913_210743,2026-02-12,20:45:00,02:45:00,Lakeside District Hospitals NHS Trust,AHP,Infectious Diseases,Medicine & Acute Care,Pharmacist,Physiotherapist,6,22.56,28.21,EMP0063-20260913_210743,Shirley Dale,Weekend Cover,2026-01-24
BR-00004024-20260913_210743,2025-09-24,00:45:00,04:45:00,Meadowbrook Community Health NHS Trust,Admin,Pain Management,Critical Care & Anaesthesia,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP1017-20260913_210743,Brian Mann,Study Leave Cover,2026-03-04
BR-00004025-20260913_210743,2027-08-20,07:15:00,12:15:00,Greenhaven Acute & Specialist Care NHS Trust,Medical,Pharmacy,Clinical Support Services,GP,SHO,SHO,23.08,30.77,EMP0599-20260913_210743,Mrs Alexandra Atkinson,High Acuity Patients,2026-04-17
BR-00004026-20260913_210743,2027-05-18,18:15:00,20:15:00,Midlands Central Hospitals NHS Trust,Admin,Respiratory Medicine,Medicine & Acute Care,Receptionist,Administrator,3,13.33,16.41,EMP0116-20260913_210743,Dr Jonathan Jennings,Staff Shortage,2025-07-25
BR-00004027-20260913_210743,2026-03-30,08:00:00,16:00:00,Riverbank General Hospitals NHS Trust,AHP,Orthopaedics,Surgery & Cancer,Physiotherapist,Radiographer,6,22.56,28.21,EMP0345-20260913_210743,Reece Gray,Staff Redeployment,2025-01-25
BR-00004028-20260913_210743,2026-07-31,17:15:00,05:15:00,Northshire University Hospitals NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,FY1/FY2,SHO,SHO,23.08,30.77,EMP0122-20260913_210743,Sandra Howard,Increased Patient Demand,2025-06-15
BR-00004029-20260913_210743,2027-07-28,05:30:00,06:30:00,Southvale Hospitals NHS Trust,Nursing,Facilities Management,Corporate Services,Senior Staff Nurse,Nursery Nurse,2,12.31,14.36,EMP0368-20260913_210743,Dr Matthew Thomas,Additional Patient Safety Cover,2025-04-10
BR-00004030-20260913_210743,2026-10-21,20:00:00,08:00:00,Northshire University Hospitals NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Speech Therapist,Speech Therapist,6,22.56,28.21,EMP0962-20260913_210743,Ellie Cooke,Annual Leave Cover,2026-05-17
BR-00004031-20260913_210743,2025-09-23,01:15:00,06:15:00,Northshire University Hospitals NHS Trust,Medical,Pain Management,Critical Care & Anaesthesia,Consultant,Consultant,CONS,48.72,71.79,EMP0072-20260913_210743,Terry Dunn,Staff Redeployment,2025-07-22
BR-00004032-20260913_210743,2025-11-10,18:15:00,00:15:00,Midlands Central Hospitals NHS Trust,AHP,Physiotherapy,Clinical Support Services,Speech Therapist,Occupational Therapist,6,22.56,28.21,EMP0997-20260913_210743,Julie Shaw,Staff Shortage,2025-09-17
BR-00004033-20260913_210743,2026-01-29,05:00:00,17:00:00,Lakeside District Hospitals NHS Trust,Nursing,Minor Injuries Unit,Emergency & Urgent Care,Staff Nurse,Healthcare Assistant,2,12.31,14.36,EMP0037-20260913_210743,Aaron Thompson-Ali,Additional Patient Safety Cover,2026-04-18
BR-00004034-20260913_210743,2026-12-18,05:00:00,07:00:00,Northwood Mental Health NHS Trust,Medical,Intensive Care Unit,Critical Care & Anaesthesia,SHO,Consultant,CONS,48.72,71.79,EMP0295-20260913_210743,Dr Leslie Smith,Unexpected Absence,2025-01-07
BR-00004035-20260913_210743,2026-04-26,09:00:00,12:00:00,Westborough Acute Care NHS Trust,Admin,Pharmacy,Clinical Support Services,Receptionist,Data Analyst,8A,28.21,35.9,EMP0548-20260913_210743,Naomi West-Myers,Study Leave Cover,2025-07-19
BR-00004036-20260913_210743,2027-06-05,02:30:00,04:30:00,Midlands Central Hospitals NHS Trust,Medical,Nephrology,Medicine & Acute Care,Registrar,GP,GP,46.15,61.54,EMP0844-20260913_210743,Chelsea Mills-Smith,Annual Leave Cover,2025-07-06
BR-00004037-20260913_210743,2027-08-18,05:30:00,10:30:00,Oakridge Community Services NHS Trust,Admin,Obstetrics,Women & Children,Receptionist,Receptionist,3,13.33,16.41,EMP0876-20260913_210743,Clive Watson,Increased Patient Demand,2025-12-10
BR-00004038-20260913_210743,2026-03-10,10:15:00,19:15:00,Oakridge Community Services NHS Trust,AHP,Ambulance Services,Emergency & Urgent Care,Physiotherapist,Speech Therapist,6,22.56,28.21,EMP0321-20260913_210743,Beverley Reeves,Staff Shortage,2026-05-21
BR-00004039-20260913_210743,2026-08-08,00:00:00,10:00:00,Eastmoor Teaching Hospitals NHS Trust,Admin,Orthopaedics,Surgery & Cancer,Medical Secretary,Receptionist,3,13.33,16.41,EMP0110-20260913_210743,Phillip Heath,Bank Holiday Cover,2024-12-25
BR-00004040-20260913_210743,2025-09-17,23:15:00,08:15:00,Broadfield Clinical Services NHS Trust,AHP,Physiotherapy,Clinical Support Services,Speech Therapist,Pharmacist,5,18.97,23.08,EMP0711-20260913_210743,Mr George Carr,Planned Leave Cover,2025-03-19
BR-00004041-20260913_210743,2027-08-04,06:45:00,15:45:00,Northwood Mental Health NHS Trust,Admin,Obstetrics,Women & Children,Medical Secretary,Medical Secretary,4,15.38,19.49,EMP0017-20260913_210743,Craig Morton,Staff Redeployment,2024-11-11
BR-00004042-20260913_210743,2026-10-31,01:15:00,02:15:00,Hillcrest Medical Centres NHS Trust,Admin,Gynaecology,Women & Children,Receptionist,Medical Secretary,4,15.38,19.49,EMP0678-20260913_210743,Ian Brown,Staff Redeployment,2025-05-15
BR-00004043-20260913_210743,2027-01-01,07:45:00,09:45:00,Bluewater Community & Rehabilitation NHS Trust,Admin,Obstetrics,Women & Children,Administrator,Administrator,3,13.33,16.41,EMP0270-20260913_210743,Mr Arthur Ball,Emergency Cover,2025-11-15
BR-00004044-20260913_210743,2026-05-12,16:15:00,23:15:00,Midlands Central Hospitals NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Administrator,Administrator,3,13.33,16.41,EMP0768-20260913_210743,Emma George-Lee,Maternity Leave Cover,2025-01-15
BR-00004045-20260913_210743,2026-05-18,19:00:00,22:00:00,Westmere Community Health NHS Trust,Admin,Physiotherapy,Clinical Support Services,Receptionist,Data Analyst,8A,28.21,35.9,EMP1065-20260913_210743,Lauren Webster,Bank Holiday Cover,2026-03-12
BR-00004046-20260913_210743,2027-08-08,03:00:00,12:00:00,Eastfield Psychological Services NHS Trust,AHP,Human Resources,Corporate Services,Physiotherapist,Physiologist,6,22.56,28.21,EMP0414-20260913_210743,Ms Aimee Wright,High Acuity Patients,2024-12-06
BR-00004047-20260913_210743,2026-05-14,06:45:00,07:45:00,Riverside Integrated Care NHS Trust,AHP,Anaesthesia,Critical Care & Anaesthesia,Radiographer,Physiologist,6,22.56,28.21,EMP0885-20260913_210743,Jenna Thompson,Emergency Cover,2026-02-20
BR-00004048-20260913_210743,2026-08-22,09:15:00,20:15:00,Riverside Integrated Care NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Radiographer,Pharmacist,5,18.97,23.08,EMP0431-20260913_210743,Jake Edwards,Study Leave Cover,2025-10-11
BR-00004049-20260913_210743,2026-11-06,05:30:00,15:30:00,Bluewater Community & Rehabilitation NHS Trust,Nursing,Communications,Corporate Services,Staff Nurse,Ward Manager,8A,28.21,35.9,EMP0752-20260913_210743,Ashleigh Parkin,Operational Requirement,2025-03-08
BR-00004050-20260913_210743,2027-06-26,16:30:00,01:30:00,Valleyview Mental Wellness NHS Trust,Medical,Finance,Corporate Services,FY1/FY2,Consultant,CONS,48.72,71.79,EMP0770-20260913_210743,Jasmine Joyce,Bank Holiday Cover,2026-03-22
BR-00004051-20260913_210743,2026-06-18,02:15:00,06:15:00,Horizon Integrated Health Partnership NHS Trust,Medical,Colorectal Surgery,Surgery & Cancer,Registrar,FY1/FY2,FY1,18.46,21.54,EMP0626-20260913_210743,Danny Edwards,Ward Capacity Increase,2024-12-15
BR-00004052-20260913_210743,2026-03-18,12:30:00,13:30:00,Eastfield Psychological Services NHS Trust,Admin,Emergency Department,Emergency & Urgent Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0735-20260913_210743,Jordan Wilkinson,Increased Patient Demand,2026-06-09
BR-00004053-20260913_210743,2026-11-21,20:00:00,03:00:00,Oakridge Community Services NHS Trust,Admin,Endocrinology,Medicine & Acute Care,Administrator,Data Analyst,8A,28.21,35.9,EMP0288-20260913_210743,Mohammed Lowe,Unexpected Absence,2024-09-28
BR-00004054-20260913_210743,2026-05-04,05:15:00,12:15:00,Broadfield Clinical Services NHS Trust,Medical,Urgent Care,Emergency & Urgent Care,Consultant,Registrar,SPR,33.33,43.59,EMP1191-20260913_210743,Kieran Cole,Operational Requirement,2025-01-08
BR-00004055-20260913_210743,2026-08-18,10:45:00,14:45:00,Southgate Community & Mental Health NHS Trust,Medical,Radiology,Clinical Support Services,SHO,FY1/FY2,FY1,18.46,21.54,EMP0872-20260913_210743,Ms Jill Hunt,Staff Shortage,2025-05-26
BR-00004056-20260913_210743,2027-01-27,04:00:00,16:00:00,Hillcrest Medical Centres NHS Trust,AHP,Communications,Corporate Services,Pharmacist,Speech Therapist,6,22.56,28.21,EMP0128-20260913_210743,Miss Yvonne Wilkins,High Acuity Patients,2025-04-19
BR-00004057-20260913_210743,2026-01-09,07:15:00,13:15:00,Oakridge Community Services NHS Trust,Medical,Neurosurgery,Surgery & Cancer,FY1/FY2,GP,GP,46.15,61.54,EMP0593-20260913_210743,Samantha Turner,Bank Holiday Cover,2024-12-21
BR-00004058-20260913_210743,2027-08-18,10:15:00,20:15:00,Valleyview Mental Wellness NHS Trust,Admin,ENT Surgery,Surgery & Cancer,Receptionist,Data Analyst,8A,28.21,35.9,EMP0492-20260913_210743,Joan Baker,Weekend Cover,2024-09-25
BR-00004059-20260913_210743,2025-11-07,12:45:00,13:45:00,Hillcrest Medical Centres NHS Trust,AHP,Pathology,Clinical Support Services,Physiologist,Radiographer,6,22.56,28.21,EMP0265-20260913_210743,Lesley Green,Bank Holiday Cover,2025-03-20
BR-00004060-20260913_210743,2026-08-22,08:00:00,10:00:00,Northwood Mental Health NHS Trust,AHP,Neurosurgery,Surgery & Cancer,Physiotherapist,Radiographer,6,22.56,28.21,EMP0078-20260913_210743,Ms Georgia Taylor,Operational Requirement,2026-06-02
